species_id,sciname,kingdom,phylum,class,tot_count_cells,num_eez,xbd,category,tax_group,eez_bins_2
SLB-30821,Parasagitta euneritica,ANIMALIA,CHAETOGNATHA,NOT ASSIGNED,3275,9,transboundary,None,Invertebrate,"[3,10)"
SLB-30824,Parasagitta peruviana,ANIMALIA,CHAETOGNATHA,NOT ASSIGNED,5993,10,transboundary,None,Invertebrate,"[10,25)"
SLB-30825,Parasagitta popovicii,ANIMALIA,CHAETOGNATHA,NOT ASSIGNED,7125,11,transboundary,None,Invertebrate,"[10,25)"
SLB-3334,Plakosyllis quadrioculata,ANIMALIA,ANNELIDA,POLYCHAETA,11194,31,transboundary,None,Invertebrate,"[25,51)"
SLB-3419,Typosyllis cornuta,ANIMALIA,ANNELIDA,POLYCHAETA,23926,49,transboundary,None,Invertebrate,"[25,51)"
SLB-3428,Typosyllis hyalina,ANIMALIA,ANNELIDA,POLYCHAETA,58748,108,transboundary,None,Invertebrate,"[51,221]"
SLB-36707,Oikopleura parva,ANIMALIA,CHORDATA,APPENDICULARIA,73634,73,transboundary,None,Invertebrate,"[51,221]"
SLB-36726,Adagnesia weddelli,ANIMALIA,CHORDATA,ASCIDIACEA,9419,3,transboundary,None,Invertebrate,"[3,10)"
SLB-36733,Agnezia arnaudi,ANIMALIA,CHORDATA,ASCIDIACEA,11963,7,transboundary,None,Invertebrate,"[3,10)"
SLB-36735,Agnezia biscoei,ANIMALIA,CHORDATA,ASCIDIACEA,13654,9,transboundary,None,Invertebrate,"[3,10)"
SLB-36742,Agnezia tenue,ANIMALIA,CHORDATA,ASCIDIACEA,6522,4,transboundary,None,Invertebrate,"[3,10)"
SLB-36824,Ascidia tapuni,ANIMALIA,CHORDATA,ASCIDIACEA,12113,9,transboundary,None,Invertebrate,"[3,10)"
SLB-36951,Corynascidia cubare,ANIMALIA,CHORDATA,ASCIDIACEA,6004,3,transboundary,None,Invertebrate,"[3,10)"
SLB-36961,Xenobranchion insigne,ANIMALIA,CHORDATA,ASCIDIACEA,6522,4,transboundary,None,Invertebrate,"[3,10)"
SLB-37031,Didemnum biglutinum,ANIMALIA,CHORDATA,ASCIDIACEA,19489,23,transboundary,None,Invertebrate,"[10,25)"
SLB-37119,Didemnum obscurum,ANIMALIA,CHORDATA,ASCIDIACEA,37706,70,transboundary,None,Invertebrate,"[51,221]"
SLB-37159,Didemnum subflavum,ANIMALIA,CHORDATA,ASCIDIACEA,1629,5,transboundary,None,Invertebrate,"[3,10)"
SLB-37248,Leptoclinides kerguelenensis,ANIMALIA,CHORDATA,ASCIDIACEA,1629,5,transboundary,None,Invertebrate,"[3,10)"
SLB-37327,Lissoclinum tuheiavae,ANIMALIA,CHORDATA,ASCIDIACEA,8004,11,transboundary,None,Invertebrate,"[10,25)"
SLB-37401,Polysyncraton trivolutum,ANIMALIA,CHORDATA,ASCIDIACEA,35014,13,transboundary,None,Invertebrate,"[10,25)"
SLB-37406,Trididemnum auriculatum,ANIMALIA,CHORDATA,ASCIDIACEA,6522,4,transboundary,None,Invertebrate,"[3,10)"
SLB-37483,Distaplia concreta,ANIMALIA,CHORDATA,ASCIDIACEA,1629,5,transboundary,None,Invertebrate,"[3,10)"
SLB-37576,Polyoctacnemus patagoniensis,ANIMALIA,CHORDATA,ASCIDIACEA,1158,7,transboundary,None,Invertebrate,"[3,10)"
SLB-37637,Plurella kottae,ANIMALIA,CHORDATA,ASCIDIACEA,13140,10,transboundary,None,Invertebrate,"[10,25)"
SLB-37658,Cystodytes luteus,ANIMALIA,CHORDATA,ASCIDIACEA,8304,19,transboundary,None,Invertebrate,"[10,25)"
SLB-37687,Eudistoma australe,ANIMALIA,CHORDATA,ASCIDIACEA,1629,5,transboundary,None,Invertebrate,"[3,10)"
SLB-37770,Exostoma ianthinum,ANIMALIA,CHORDATA,ASCIDIACEA,8043,8,transboundary,None,Invertebrate,"[3,10)"
SLB-37843,Aplidiopsis pyriformis,ANIMALIA,CHORDATA,ASCIDIACEA,1629,5,transboundary,None,Invertebrate,"[3,10)"
SLB-37849,Aplidium acropodium,ANIMALIA,CHORDATA,ASCIDIACEA,1629,5,transboundary,None,Invertebrate,"[3,10)"
SLB-37855,Aplidium annulatum,ANIMALIA,CHORDATA,ASCIDIACEA,9163,4,transboundary,None,Invertebrate,"[3,10)"
SLB-37885,Aplidium controversum,ANIMALIA,CHORDATA,ASCIDIACEA,30808,26,transboundary,None,Invertebrate,"[25,51)"
SLB-37893,Aplidium didemniformis,ANIMALIA,CHORDATA,ASCIDIACEA,1629,5,transboundary,None,Invertebrate,"[3,10)"
SLB-37923,Aplidium hians,ANIMALIA,CHORDATA,ASCIDIACEA,1629,5,transboundary,None,Invertebrate,"[3,10)"
SLB-37932,Aplidium laevigatum,ANIMALIA,CHORDATA,ASCIDIACEA,9180,8,transboundary,None,Invertebrate,"[3,10)"
SLB-37936,Aplidium leviventer,ANIMALIA,CHORDATA,ASCIDIACEA,1629,5,transboundary,None,Invertebrate,"[3,10)"
SLB-37951,Aplidium millari,ANIMALIA,CHORDATA,ASCIDIACEA,14311,4,transboundary,None,Invertebrate,"[3,10)"
SLB-37963,Aplidium nottii,ANIMALIA,CHORDATA,ASCIDIACEA,2992,5,transboundary,None,Invertebrate,"[3,10)"
SLB-37970,Aplidium paessleri,ANIMALIA,CHORDATA,ASCIDIACEA,6958,5,transboundary,None,Invertebrate,"[3,10)"
SLB-37978,Aplidium peresi,ANIMALIA,CHORDATA,ASCIDIACEA,1629,5,transboundary,None,Invertebrate,"[3,10)"
SLB-37991,Aplidium quadriversum,ANIMALIA,CHORDATA,ASCIDIACEA,3688,3,transboundary,None,Invertebrate,"[3,10)"
SLB-37995,Aplidium retiforme,ANIMALIA,CHORDATA,ASCIDIACEA,3010,8,transboundary,None,Invertebrate,"[3,10)"
SLB-38030,Aplidium vexillum,ANIMALIA,CHORDATA,ASCIDIACEA,1629,5,transboundary,None,Invertebrate,"[3,10)"
SLB-38172,Synoicum polygyna,ANIMALIA,CHORDATA,ASCIDIACEA,6004,3,transboundary,None,Invertebrate,"[3,10)"
SLB-38181,Synoicum salivum,ANIMALIA,CHORDATA,ASCIDIACEA,1629,5,transboundary,None,Invertebrate,"[3,10)"
SLB-38268,Asajirus ovirarus,ANIMALIA,CHORDATA,ASCIDIACEA,3835,11,transboundary,None,Invertebrate,"[10,25)"
SLB-38278,Oligotrema psammatodes,ANIMALIA,CHORDATA,ASCIDIACEA,85315,41,transboundary,None,Invertebrate,"[25,51)"
SLB-38280,Oligotrema sandersi,ANIMALIA,CHORDATA,ASCIDIACEA,71519,17,transboundary,None,Invertebrate,"[10,25)"
SLB-38281,Oligotrema unigonas,ANIMALIA,CHORDATA,ASCIDIACEA,625772,95,transboundary,None,Invertebrate,"[51,221]"
SLB-38343,Gamaster vallatum,ANIMALIA,CHORDATA,ASCIDIACEA,1929,7,transboundary,None,Invertebrate,"[3,10)"
SLB-38409,Molgula macquariensis,ANIMALIA,CHORDATA,ASCIDIACEA,2992,5,transboundary,None,Invertebrate,"[3,10)"
SLB-38461,Molgula variazizi,ANIMALIA,CHORDATA,ASCIDIACEA,1629,5,transboundary,None,Invertebrate,"[3,10)"
SLB-38468,Molguloides coronatum,ANIMALIA,CHORDATA,ASCIDIACEA,36892,15,transboundary,None,Invertebrate,"[10,25)"
SLB-38470,Molguloides crinibus,ANIMALIA,CHORDATA,ASCIDIACEA,1813,5,transboundary,None,Invertebrate,"[3,10)"
SLB-38472,Molguloides glans,ANIMALIA,CHORDATA,ASCIDIACEA,2883,10,transboundary,None,Invertebrate,"[10,25)"
SLB-38653,Microcosmus savignyi,ANIMALIA,CHORDATA,ASCIDIACEA,7081,18,transboundary,None,Invertebrate,"[10,25)"
SLB-38723,Pyura stubenrauchi,ANIMALIA,CHORDATA,ASCIDIACEA,6522,4,transboundary,None,Invertebrate,"[3,10)"
SLB-38739,Alloeocarpa bacca,ANIMALIA,CHORDATA,ASCIDIACEA,6522,4,transboundary,None,Invertebrate,"[3,10)"
SLB-38799,Botryllus niger,ANIMALIA,CHORDATA,ASCIDIACEA,43848,99,transboundary,None,Invertebrate,"[51,221]"
SLB-38836,Cnemidocarpa effracta,ANIMALIA,CHORDATA,ASCIDIACEA,1629,5,transboundary,None,Invertebrate,"[3,10)"
SLB-38837,Cnemidocarpa eposi,ANIMALIA,CHORDATA,ASCIDIACEA,6004,3,transboundary,None,Invertebrate,"[3,10)"
SLB-38859,Cnemidocarpa pfefferi,ANIMALIA,CHORDATA,ASCIDIACEA,25318,5,transboundary,None,Invertebrate,"[3,10)"
SLB-38902,Dextrocarpa misanthropos,ANIMALIA,CHORDATA,ASCIDIACEA,1629,5,transboundary,None,Invertebrate,"[3,10)"
SLB-38906,Dicarpa cornicula,ANIMALIA,CHORDATA,ASCIDIACEA,1629,5,transboundary,None,Invertebrate,"[3,10)"
SLB-38963,Oligocarpa megalorchis,ANIMALIA,CHORDATA,ASCIDIACEA,5183,7,transboundary,None,Invertebrate,"[3,10)"
SLB-38988,Polyandrocarpa rollandi,ANIMALIA,CHORDATA,ASCIDIACEA,7692,16,transboundary,None,Invertebrate,"[10,25)"
SLB-39032,Polycarpa gradata,ANIMALIA,CHORDATA,ASCIDIACEA,7421,14,transboundary,None,Invertebrate,"[10,25)"
SLB-39073,Polycarpa reviviscens,ANIMALIA,CHORDATA,ASCIDIACEA,24502,21,transboundary,None,Invertebrate,"[10,25)"
SLB-39095,Polyzoa minor,ANIMALIA,CHORDATA,ASCIDIACEA,1629,5,transboundary,None,Invertebrate,"[3,10)"
SLB-39167,Styela mallei,ANIMALIA,CHORDATA,ASCIDIACEA,1629,5,transboundary,None,Invertebrate,"[3,10)"
SLB-39193,Styela talpina,ANIMALIA,CHORDATA,ASCIDIACEA,1629,5,transboundary,None,Invertebrate,"[3,10)"
SLB-4019,Janua kayi,ANIMALIA,ANNELIDA,POLYCHAETA,1765,9,transboundary,None,Invertebrate,"[3,10)"
SLB-4052,Pomatoceros triqueter,ANIMALIA,ANNELIDA,POLYCHAETA,18220,28,transboundary,None,Invertebrate,"[25,51)"
SLB-4492,Mediomastus ambiseta,ANIMALIA,ANNELIDA,POLYCHAETA,7293,16,transboundary,None,Invertebrate,"[10,25)"
SLB-4539,Axiothella mucosa,ANIMALIA,ANNELIDA,POLYCHAETA,18392,33,transboundary,None,Invertebrate,"[25,51)"
SLB-49307,Epigonichthys lucayanum,ANIMALIA,CHORDATA,CEPHALOCHORDATA,47200,50,transboundary,None,Invertebrate,"[25,51)"
SLB-5433,Acanthonotozomoides oatesi,ANIMALIA,ARTHROPODA,MALACOSTRACA,14070,5,transboundary,None,Invertebrate,"[3,10)"
SLB-5461,Ampelisca anversensis,ANIMALIA,ARTHROPODA,MALACOSTRACA,17037,5,transboundary,None,Invertebrate,"[3,10)"
SLB-5466,Ampelisca barnardi,ANIMALIA,ARTHROPODA,MALACOSTRACA,3403,1,singlecountry,None,Invertebrate,"[1,2)"
SLB-5570,Ampelisca richardsoni,ANIMALIA,ARTHROPODA,MALACOSTRACA,13100,2,transboundary,None,Invertebrate,"[2,3)"
SLB-56007,Urticina coriacea,ANIMALIA,CNIDARIA,ANTHOZOA,1870,2,transboundary,None,Invertebrate,"[2,3)"
SLB-56010,Urticina crassicornis,ANIMALIA,CNIDARIA,ANTHOZOA,21790,16,transboundary,None,Invertebrate,"[10,25)"
SLB-56831,Urticina lofotensis,ANIMALIA,CNIDARIA,ANTHOZOA,1529,2,transboundary,None,Invertebrate,"[2,3)"
SLB-57504,Paranthus niveus,ANIMALIA,CNIDARIA,ANTHOZOA,2668,3,transboundary,None,Invertebrate,"[3,10)"
SLB-58228,Edwardsia claparedii,ANIMALIA,CNIDARIA,ANTHOZOA,13740,21,transboundary,None,Invertebrate,"[10,25)"
SLB-5836,Aora kergueleni,ANIMALIA,ARTHROPODA,MALACOSTRACA,128,1,singlecountry,None,Invertebrate,"[1,2)"
SLB-5837,Aora maculata,ANIMALIA,ARTHROPODA,MALACOSTRACA,9977,9,transboundary,None,Invertebrate,"[3,10)"
SLB-5958,Aristias antarcticus,ANIMALIA,ARTHROPODA,MALACOSTRACA,18800,5,transboundary,None,Invertebrate,"[3,10)"
SLB-59898,Nemanthus nitidus,ANIMALIA,CNIDARIA,ANTHOZOA,4341,7,transboundary,None,Invertebrate,"[3,10)"
SLB-60865,Telesto flavula,ANIMALIA,CNIDARIA,ANTHOZOA,5314,5,transboundary,None,Invertebrate,"[3,10)"
SLB-60866,Telesto fruticulosa,ANIMALIA,CNIDARIA,ANTHOZOA,8943,5,transboundary,None,Invertebrate,"[3,10)"
SLB-60867,Telesto nelleae,ANIMALIA,CNIDARIA,ANTHOZOA,18386,16,transboundary,None,Invertebrate,"[10,25)"
SLB-60870,Telesto sanguinea,ANIMALIA,CNIDARIA,ANTHOZOA,7707,5,transboundary,None,Invertebrate,"[3,10)"
SLB-60880,Nidalia occidentalis,ANIMALIA,CNIDARIA,ANTHOZOA,20683,29,transboundary,None,Invertebrate,"[25,51)"
SLB-61201,Anthopodium rubens,ANIMALIA,CNIDARIA,ANTHOZOA,6831,5,transboundary,None,Invertebrate,"[3,10)"
SLB-61204,Diodogorgia nodulifera,ANIMALIA,CNIDARIA,ANTHOZOA,9074,5,transboundary,None,Invertebrate,"[3,10)"
SLB-61207,Iciligorgia schrammi,ANIMALIA,CNIDARIA,ANTHOZOA,19712,16,transboundary,None,Invertebrate,"[10,25)"
SLB-61209,Titanideum frauenfeldii,ANIMALIA,CNIDARIA,ANTHOZOA,18199,16,transboundary,None,Invertebrate,"[10,25)"
SLB-61242,Leptogorgia euryale,ANIMALIA,CNIDARIA,ANTHOZOA,5821,5,transboundary,None,Invertebrate,"[3,10)"
SLB-61243,Leptogorgia hebes,ANIMALIA,CNIDARIA,ANTHOZOA,3907,4,transboundary,None,Invertebrate,"[3,10)"
SLB-61244,Leptogorgia medusa,ANIMALIA,CNIDARIA,ANTHOZOA,5995,5,transboundary,None,Invertebrate,"[3,10)"
SLB-61245,Leptogorgia setacea,ANIMALIA,CNIDARIA,ANTHOZOA,4686,4,transboundary,None,Invertebrate,"[3,10)"
SLB-61246,Leptogorgia stheno,ANIMALIA,CNIDARIA,ANTHOZOA,9109,5,transboundary,None,Invertebrate,"[3,10)"
SLB-61247,Leptogorgia virgulata,ANIMALIA,CNIDARIA,ANTHOZOA,6120,5,transboundary,None,Invertebrate,"[3,10)"
SLB-61255,Pseudopterogorgia acerosa,ANIMALIA,CNIDARIA,ANTHOZOA,16408,38,transboundary,None,Invertebrate,"[25,51)"
SLB-61256,Pseudopterogorgia americana,ANIMALIA,CNIDARIA,ANTHOZOA,13497,36,transboundary,None,Invertebrate,"[25,51)"
SLB-61257,Pseudopterogorgia anceps,ANIMALIA,CNIDARIA,ANTHOZOA,4358,19,transboundary,None,Invertebrate,"[10,25)"
SLB-61260,Pseudopterogorgia elisabethae,ANIMALIA,CNIDARIA,ANTHOZOA,8055,18,transboundary,None,Invertebrate,"[10,25)"
SLB-61264,Pseudopterogorgia rigida,ANIMALIA,CNIDARIA,ANTHOZOA,10056,23,transboundary,None,Invertebrate,"[10,25)"
SLB-61265,Pterogorgia anceps,ANIMALIA,CNIDARIA,ANTHOZOA,6581,18,transboundary,None,Invertebrate,"[10,25)"
SLB-61266,Pterogorgia citrina,ANIMALIA,CNIDARIA,ANTHOZOA,8511,18,transboundary,None,Invertebrate,"[10,25)"
SLB-61281,Stenisis humilis,ANIMALIA,CNIDARIA,ANTHOZOA,12169,16,transboundary,None,Invertebrate,"[10,25)"
SLB-61288,Bebryce grandis,ANIMALIA,CNIDARIA,ANTHOZOA,6505,5,transboundary,None,Invertebrate,"[3,10)"
SLB-61289,Bebryce parastellata,ANIMALIA,CNIDARIA,ANTHOZOA,18528,16,transboundary,None,Invertebrate,"[10,25)"
SLB-61301,Lytreia plana,ANIMALIA,CNIDARIA,ANTHOZOA,6010,5,transboundary,None,Invertebrate,"[3,10)"
SLB-61310,Placogorgia mirabilis,ANIMALIA,CNIDARIA,ANTHOZOA,8894,5,transboundary,None,Invertebrate,"[3,10)"
SLB-61312,Placogorgia tenuis,ANIMALIA,CNIDARIA,ANTHOZOA,16807,16,transboundary,None,Invertebrate,"[10,25)"
SLB-61314,Scleracis guadaloupensis,ANIMALIA,CNIDARIA,ANTHOZOA,7724,5,transboundary,None,Invertebrate,"[3,10)"
SLB-61319,Swiftia casta,ANIMALIA,CNIDARIA,ANTHOZOA,16972,41,transboundary,None,Invertebrate,"[25,51)"
SLB-61320,Swiftia exserta,ANIMALIA,CNIDARIA,ANTHOZOA,19290,16,transboundary,None,Invertebrate,"[10,25)"
SLB-61323,Villogorgia nigrescens,ANIMALIA,CNIDARIA,ANTHOZOA,15690,16,transboundary,None,Invertebrate,"[10,25)"
SLB-61326,Eunicea asperula,ANIMALIA,CNIDARIA,ANTHOZOA,11511,21,transboundary,None,Invertebrate,"[10,25)"
SLB-61327,Eunicea calyculata,ANIMALIA,CNIDARIA,ANTHOZOA,8911,18,transboundary,None,Invertebrate,"[10,25)"
SLB-61333,Eunicea mammosa,ANIMALIA,CNIDARIA,ANTHOZOA,5871,17,transboundary,None,Invertebrate,"[10,25)"
SLB-61334,Eunicea palmeri,ANIMALIA,CNIDARIA,ANTHOZOA,8511,18,transboundary,None,Invertebrate,"[10,25)"
SLB-61341,Muricea elongata,ANIMALIA,CNIDARIA,ANTHOZOA,3710,4,transboundary,None,Invertebrate,"[3,10)"
SLB-61343,Muricea laxa,ANIMALIA,CNIDARIA,ANTHOZOA,8108,5,transboundary,None,Invertebrate,"[3,10)"
SLB-61344,Muricea muricata,ANIMALIA,CNIDARIA,ANTHOZOA,5646,17,transboundary,None,Invertebrate,"[10,25)"
SLB-61345,Muricea pendula,ANIMALIA,CNIDARIA,ANTHOZOA,8122,5,transboundary,None,Invertebrate,"[3,10)"
SLB-61351,Plexaura homomalla,ANIMALIA,CNIDARIA,ANTHOZOA,7375,18,transboundary,None,Invertebrate,"[10,25)"
SLB-61354,Plexaurella fusifera,ANIMALIA,CNIDARIA,ANTHOZOA,11052,23,transboundary,None,Invertebrate,"[10,25)"
SLB-61356,Plexaurella nutans,ANIMALIA,CNIDARIA,ANTHOZOA,3607,4,transboundary,None,Invertebrate,"[3,10)"
SLB-61363,Pseudoplexaura wagenaari,ANIMALIA,CNIDARIA,ANTHOZOA,3494,4,transboundary,None,Invertebrate,"[3,10)"
SLB-61365,Thesea grandiflora,ANIMALIA,CNIDARIA,ANTHOZOA,14595,16,transboundary,None,Invertebrate,"[10,25)"
SLB-61366,Thesea guadalupensis,ANIMALIA,CNIDARIA,ANTHOZOA,6975,5,transboundary,None,Invertebrate,"[3,10)"
SLB-61370,Thesea rugosa,ANIMALIA,CNIDARIA,ANTHOZOA,15528,16,transboundary,None,Invertebrate,"[10,25)"
SLB-61371,Thesea solitaria,ANIMALIA,CNIDARIA,ANTHOZOA,12867,16,transboundary,None,Invertebrate,"[10,25)"
SLB-61378,Plumarella pourtalesii,ANIMALIA,CNIDARIA,ANTHOZOA,12788,15,transboundary,None,Invertebrate,"[10,25)"
SLB-61490,Protoptilum thomsoni,ANIMALIA,CNIDARIA,ANTHOZOA,2675,29,transboundary,None,Invertebrate,"[25,51)"
SLB-61493,Renilla muelleri,ANIMALIA,CNIDARIA,ANTHOZOA,4422,4,transboundary,None,Invertebrate,"[3,10)"
SLB-61546,Acanthoptilum agassizi,ANIMALIA,CNIDARIA,ANTHOZOA,8803,5,transboundary,None,Invertebrate,"[3,10)"
SLB-61559,Stylatula antillarum,ANIMALIA,CNIDARIA,ANTHOZOA,7908,5,transboundary,None,Invertebrate,"[3,10)"
SLB-61563,Stylatula elegans,ANIMALIA,CNIDARIA,ANTHOZOA,18368,16,transboundary,None,Invertebrate,"[10,25)"
SLB-61584,Virgularia presbytes,ANIMALIA,CNIDARIA,ANTHOZOA,7794,5,transboundary,None,Invertebrate,"[3,10)"
SLB-6185,Monocorophium acherusicum,ANIMALIA,ARTHROPODA,MALACOSTRACA,13114,20,transboundary,None,Invertebrate,"[10,25)"
SLB-62479,Montastraea multipunctata,ANIMALIA,CNIDARIA,ANTHOZOA,16332,16,transboundary,None,Invertebrate,"[10,25)"
SLB-62982,Coscinaraea exaesa,ANIMALIA,CNIDARIA,ANTHOZOA,54641,44,transboundary,None,Invertebrate,"[25,51)"
SLB-63122,Periphylla periphylla,ANIMALIA,CNIDARIA,SCYPHOZOA,471845,125,transboundary,None,Invertebrate,"[51,221]"
SLB-63176,Hydractinia milleri,ANIMALIA,CNIDARIA,HYDROZOA,487,2,transboundary,None,Invertebrate,"[2,3)"
SLB-63214,Calyptopora sinuosa,ANIMALIA,CNIDARIA,HYDROZOA,9467,9,transboundary,None,Invertebrate,"[3,10)"
SLB-63587,Calycella syringa,ANIMALIA,CNIDARIA,HYDROZOA,29183,28,transboundary,None,Invertebrate,"[25,51)"
SLB-63818,Helgicirrha schulzei,ANIMALIA,CNIDARIA,HYDROZOA,21333,64,transboundary,None,Invertebrate,"[51,221]"
SLB-63892,Dipurena halterata,ANIMALIA,CNIDARIA,HYDROZOA,15071,39,transboundary,None,Invertebrate,"[25,51)"
SLB-63900,Sarsia angulata,ANIMALIA,CNIDARIA,HYDROZOA,3143,19,transboundary,None,Invertebrate,"[10,25)"
SLB-64467,Gymnangium speciosum,ANIMALIA,CNIDARIA,HYDROZOA,10764,6,transboundary,None,Invertebrate,"[3,10)"
SLB-64473,Halopteris constricta,ANIMALIA,CNIDARIA,HYDROZOA,15235,38,transboundary,None,Invertebrate,"[25,51)"
SLB-64483,Macrorhynchia allmani,ANIMALIA,CNIDARIA,HYDROZOA,31617,38,transboundary,None,Invertebrate,"[25,51)"
SLB-64730,Sertularella intricata,ANIMALIA,CNIDARIA,HYDROZOA,27689,24,transboundary,None,Invertebrate,"[10,25)"
SLB-64873,Tridentata marginata,ANIMALIA,CNIDARIA,HYDROZOA,18992,24,transboundary,None,Invertebrate,"[10,25)"
SLB-64875,Tridentata tumida,ANIMALIA,CNIDARIA,HYDROZOA,10764,6,transboundary,None,Invertebrate,"[3,10)"
SLB-64876,Tridentata turbinata,ANIMALIA,CNIDARIA,HYDROZOA,12437,28,transboundary,None,Invertebrate,"[25,51)"
SLB-64971,Abylopsis eschscholtzi,ANIMALIA,CNIDARIA,HYDROZOA,159000,102,transboundary,None,Invertebrate,"[51,221]"
SLB-64977,Ceratocymba leuckarti,ANIMALIA,CNIDARIA,HYDROZOA,157458,97,transboundary,None,Invertebrate,"[51,221]"
SLB-64981,Agalma okeni,ANIMALIA,CNIDARIA,HYDROZOA,132059,93,transboundary,None,Invertebrate,"[51,221]"
SLB-65076,Sphaeronectes gracilis,ANIMALIA,CNIDARIA,HYDROZOA,31357,29,transboundary,None,Invertebrate,"[25,51)"
SLB-65329,Bathyctena chuni,ANIMALIA,CTENOPHORA,TENTACULATA,20260,23,transboundary,None,Invertebrate,"[10,25)"
SLB-65398,Bathocyroe fosteri,ANIMALIA,CTENOPHORA,TENTACULATA,2065,4,transboundary,None,Invertebrate,"[3,10)"
SLB-65429,Leucothea pulchra,ANIMALIA,CTENOPHORA,TENTACULATA,2366,2,transboundary,None,Invertebrate,"[2,3)"
SLB-65492,Craterobrisingia synaptoma,ANIMALIA,ECHINODERMATA,ASTEROIDEA,1040,3,transboundary,None,Invertebrate,"[3,10)"
SLB-65694,Hymenaster perissonatus,ANIMALIA,ECHINODERMATA,ASTEROIDEA,1196,3,transboundary,None,Invertebrate,"[3,10)"
SLB-65739,Cryptopeltaster lepidonotus,ANIMALIA,ECHINODERMATA,ASTEROIDEA,20,1,singlecountry,None,Invertebrate,"[1,2)"
SLB-65747,Hippasteria spinosa,ANIMALIA,ECHINODERMATA,ASTEROIDEA,5543,2,transboundary,None,Invertebrate,"[2,3)"
SLB-65777,Linckia guildingii,ANIMALIA,ECHINODERMATA,ASTEROIDEA,6948,6,transboundary,None,Invertebrate,"[3,10)"
SLB-65788,Antedon bifida,ANIMALIA,ECHINODERMATA,CRINOIDEA,11596,12,transboundary,None,Invertebrate,"[10,25)"
SLB-65797,Leptometra celtica,ANIMALIA,ECHINODERMATA,CRINOIDEA,8097,11,transboundary,None,Invertebrate,"[10,25)"
SLB-65811,Arbacia incisa,ANIMALIA,ECHINODERMATA,ECHINOIDEA,1636,6,transboundary,None,Invertebrate,"[3,10)"
SLB-65877,Heterocentrotus mammillatus,ANIMALIA,ECHINODERMATA,ECHINOIDEA,51590,66,transboundary,None,Invertebrate,"[51,221]"
SLB-65917,Ceratophysa valvaecristata,ANIMALIA,ECHINODERMATA,ECHINOIDEA,842,1,singlecountry,None,Invertebrate,"[1,2)"
SLB-65922,Pourtalesia thomsoni,ANIMALIA,ECHINODERMATA,ECHINOIDEA,1004,3,transboundary,None,Invertebrate,"[3,10)"
SLB-66033,Parastichopus parvimensis,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,781,2,transboundary,None,Invertebrate,"[2,3)"
SLB-66069,Cucumaria frondosa,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,93524,18,transboundary,None,Invertebrate,"[10,25)"
SLB-66100,Pseudocnus perrieri,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,7423,5,transboundary,None,Invertebrate,"[3,10)"
SLB-66324,Ophiopthalmus cataleimmoidus,ANIMALIA,ECHINODERMATA,OPHIUROIDEA,3992,3,transboundary,None,Invertebrate,"[3,10)"
SLB-66328,Ophiopthalmus normani,ANIMALIA,ECHINODERMATA,OPHIUROIDEA,8444,8,transboundary,None,Invertebrate,"[3,10)"
SLB-66452,Ophiura irrorata,ANIMALIA,ECHINODERMATA,OPHIUROIDEA,462960,49,transboundary,None,Invertebrate,"[25,51)"
SLB-66566,Sluiterina sibogae,ANIMALIA,ECHIURA,NOT ASSIGNED,19286,13,transboundary,None,Invertebrate,"[10,25)"
SLB-66719,Bugula californica,ANIMALIA,BRYOZOA,GYMNOLAEMATA,4772,3,transboundary,None,Invertebrate,"[3,10)"
SLB-66732,Bugula plumosa,ANIMALIA,BRYOZOA,GYMNOLAEMATA,3380,10,transboundary,None,Invertebrate,"[10,25)"
SLB-66824,Microporina borealis,ANIMALIA,BRYOZOA,GYMNOLAEMATA,4813,3,transboundary,None,Invertebrate,"[3,10)"
SLB-66917,Cleidochasma porcellanum,ANIMALIA,BRYOZOA,GYMNOLAEMATA,12180,27,transboundary,None,Invertebrate,"[25,51)"
SLB-67060,Hippoporidra edax,ANIMALIA,BRYOZOA,GYMNOLAEMATA,9811,38,transboundary,None,Invertebrate,"[25,51)"
SLB-67291,Phidolopora labiata,ANIMALIA,BRYOZOA,GYMNOLAEMATA,1156,2,transboundary,None,Invertebrate,"[2,3)"
SLB-67333,Escharina pesanseris,ANIMALIA,BRYOZOA,GYMNOLAEMATA,19449,43,transboundary,None,Invertebrate,"[25,51)"
SLB-67342,Hippodiplosia insculpta,ANIMALIA,BRYOZOA,GYMNOLAEMATA,4732,9,transboundary,None,Invertebrate,"[3,10)"
SLB-67444,Scrupocellaria bertholetti,ANIMALIA,BRYOZOA,GYMNOLAEMATA,26267,47,transboundary,None,Invertebrate,"[25,51)"
SLB-67452,Scrupocellaria reptans,ANIMALIA,BRYOZOA,GYMNOLAEMATA,4196,9,transboundary,None,Invertebrate,"[3,10)"
SLB-67576,Bowerbankia gracilis,ANIMALIA,BRYOZOA,GYMNOLAEMATA,9583,22,transboundary,None,Invertebrate,"[10,25)"
SLB-67618,Diaperoecia californica,ANIMALIA,BRYOZOA,GYMNOLAEMATA,2254,2,transboundary,None,Invertebrate,"[2,3)"
SLB-67642,Heteropora pacifica,ANIMALIA,BRYOZOA,GYMNOLAEMATA,2249,2,transboundary,None,Invertebrate,"[2,3)"
