iucn_sid,sciname,category,kingdom,phylum,class
40635,Indopacetus pacificus,DD,ANIMALIA,CHORDATA,MAMMALIA
40715,Syngnathoides biaculeatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
40773,Hippocampus subelongatus,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
40797,Carcharhinus amblyrhynchoides,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
40802,Hippocampus barbouri,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII
41006,Hippocampus guttulatus,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
41007,Hippocampus algiricus,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII
41008,Hippocampus comes,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII
41009,Hippocampus fisheri,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
41010,Hippocampus kelloggi,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII
41030,Syngnathus watermeyeri,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII
41064,Pseudobatos horkelii,CR,ANIMALIA,CHORDATA,CHONDRICHTHYES
41664,Arctocephalus forsteri,LC,ANIMALIA,CHORDATA,MAMMALIA
41665,Otaria byronia,LC,ANIMALIA,CHORDATA,MAMMALIA
41666,Zalophus californianus,LC,ANIMALIA,CHORDATA,MAMMALIA
41668,Zalophus wollebaeki,EN,ANIMALIA,CHORDATA,MAMMALIA
41670,Histriophoca fasciata,LC,ANIMALIA,CHORDATA,MAMMALIA
41671,Pagophilus groenlandicus,LC,ANIMALIA,CHORDATA,MAMMALIA
41672,Pusa hispida,LC,ANIMALIA,CHORDATA,MAMMALIA
41711,Eubalaena japonica,EN,ANIMALIA,CHORDATA,MAMMALIA
41712,Eubalaena glacialis,EN,ANIMALIA,CHORDATA,MAMMALIA
41714,Tursiops aduncus,DD,ANIMALIA,CHORDATA,MAMMALIA
41715,Phocoena dioptrica,LC,ANIMALIA,CHORDATA,MAMMALIA
41716,Hippocampus denise,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
41718,Apristurus albisoma,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41719,Apristurus exsanguis,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41720,Asymbolus analis,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41721,Asymbolus funebris,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
41722,Asymbolus occiduus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41723,Asymbolus pallidus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41724,Asymbolus parvus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41725,Asymbolus rubiginosus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41726,Asymbolus submaculatus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41727,Asymbolus vincenti,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41728,Atelomycterus fasciatus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41729,Atelomycterus macleayi,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41730,Atelomycterus marmoratus,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
41731,Aulohalaelurus labiosus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41732,Brachaelurus waddi,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41733,Carcharhinus cautus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
41734,,,,,
41735,Carcharhinus fitzroyensis,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41736,Carcharhinus galapagensis,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
41737,Carcharhinus macloti,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
41738,Carcharhinus sealei,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
41739,Carcharhinus tilstoni,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41740,Centrophorus harrissoni,EN,ANIMALIA,CHORDATA,CHONDRICHTHYES
41741,Carcharhinus brachyurus,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
41743,Callorhinchus milii,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41746,Centroscyllium kamoharai,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41747,Centroscymnus coelolepis,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
41749,Centroscymnus owstonii,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
41752,Cephaloscyllium isabellum,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41753,Cephaloscyllium laticeps,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41754,Neophocaena asiaeorientalis,EN,ANIMALIA,CHORDATA,MAMMALIA
41755,Physeter macrocephalus,VU,ANIMALIA,CHORDATA,MAMMALIA
41759,Mesoplodon perrini,DD,ANIMALIA,CHORDATA,MAMMALIA
41760,Mesoplodon traversii,DD,ANIMALIA,CHORDATA,MAMMALIA
41791,Chiloscyllium indicum,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
41792,Chiloscyllium griseum,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
41793,Chimaera panthera,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
41794,Chlamydoselachus anguineus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41795,Cirrhigaleus barbifer,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
41796,Bathytoshia brevicaudata,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41797,Hemitrygon fluviorum,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
41798,Deania calcea,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41799,Dipturus innominatus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41800,Zearaja nasutus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41801,Echinorhinus brucus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
41802,Echinorhinus cookei,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
41804,Etmopterus caudistigmus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41805,Etmopterus dianthus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41806,Etmopterus dislineatus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41807,Etmopterus evansi,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41808,Etmopterus fusus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41809,Etmopterus pseudosqualiolus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41810,Eusphyra blochii,EN,ANIMALIA,CHORDATA,CHONDRICHTHYES
41811,Figaro boardmani,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41812,Galeus gracilis,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
41813,Gogolia filewoodi,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
41814,Gollum attenuatus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41816,Hemigaleus microstoma,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
41818,Hemiscyllium ocellatum,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41819,Hemiscyllium strahani,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
41820,Hemiscyllium trispeculare,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41821,Hemitriakis abdita,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
41822,Hemitriakis falcata,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41823,Heptranchias perlo,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
41824,Heterodontus galeatus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41825,Heterodontus zebra,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41826,Hydrolagus bemisi,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41827,Hydrolagus novaezealandiae,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41828,Hypnos monopterygius,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41829,Iago garricki,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41830,Isistius brasiliensis,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41831,Loxodon macrorhinus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41832,Mobula eregoodootenkee,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
41833,Mobula japanica,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
41835,Nebrius ferrugineus,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
41836,Negaprion acutidens,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
41837,Orectolobus maculatus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41838,Orectolobus ornatus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41839,Orectolobus wardi,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41840,Oxynotus bruniensis,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
41841,Parascyllium collare,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41842,Parascyllium ferrugineum,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41843,Parascyllium sparsimaculatum,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
41844,Parascyllium variolatum,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41845,Parmaturus macmillani,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
41846,Pristiophorus nudipinnis,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41848,Rhina ancylostoma,CR,ANIMALIA,CHORDATA,CHONDRICHTHYES
41849,,,,,
41850,Rhizoprionodon acutus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41851,Rhizoprionodon oligolinx,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41852,Rhizoprionodon taylori,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41853,Rhynchobatus australiae,CR,ANIMALIA,CHORDATA,CHONDRICHTHYES
41854,Rhynchobatus laevis,CR,ANIMALIA,CHORDATA,CHONDRICHTHYES
41855,Scymnodalatias albicauda,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
41856,Scymnodalatias sherwoodi,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
41857,Somniosus antarcticus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41858,Squaliolus aliae,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41859,Squalus megalops,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
41860,Squalus melanurus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
41861,Squalus rancureli,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
41862,Squatina australis,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41863,Squatina tergocellata,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41864,Sutorectus tentaculatus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41866,Trygonorrhina fasciata,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41870,Aulohalaelurus kanakorum,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
41871,Centrophorus squamosus,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
41872,Chiloscyllium punctatum,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
41873,Eucrossorhinus dasypogon,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
41874,Hemipristis elongata,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
41875,Hemiscyllium hallstromi,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
41876,Odontaspis ferox,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
41877,Squalus mitsukurii,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
42700,Apristurus melanoasper,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
42701,Apristurus ampliceps,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
42703,Apristurus bucephalus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
42704,Apristurus australis,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
42706,Cephaloscyllium albipinnum,CR,ANIMALIA,CHORDATA,CHONDRICHTHYES
42707,Cephaloscyllium variegatum,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
42709,Cephaloscyllium zebrum,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
42710,Cephaloscyllium speccum,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
42711,Figaro striatus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
42712,Glyphis garricki,CR,ANIMALIA,CHORDATA,CHONDRICHTHYES
42713,Halaelurus sellus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
42716,Mustelus stevensi,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
42717,Orectolobus hutchinsi,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
42718,Parmaturus bigus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
42720,Pristiophorus delicatus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
42721,Rhinobatos sainsburyi,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
42722,Squalus notocaudatus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
42723,Squalus albifrons,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
42725,Squalus crassispinus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
42726,Squalus nasutus,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
42727,Squalus grahami,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
42728,Squatina pseudocellata,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
42729,Squatina albipunctata,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
42730,Urolophus kapalensis,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
42838,Centrophorus moluccensis,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
43972,Polyprion americanus,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
43974,Epinephelus akaara,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII
44166,Aonyx cinereus,VU,ANIMALIA,CHORDATA,MAMMALIA
44167,Sicyopterus stimpsoni,LR/nt,ANIMALIA,CHORDATA,ACTINOPTERYGII
44170,Bythaelurus dawsoni,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
44171,Bythaelurus incanus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44183,Beringraja binoculata,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
44186,Aptychotrema vincentiana,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
44205,Trigonognathus kabeyai,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44206,Oxynotus japonicus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44207,Apristurus aphyodes,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
44209,Apristurus brunneus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44210,Apristurus fedorovi,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44211,Apristurus gibbosus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44212,Apristurus herklotsi,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44213,Apristurus internatus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44214,Apristurus investigatoris,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44215,Apristurus kampae,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44216,Apristurus laurussonii,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44217,Apristurus longicephalus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
44218,Apristurus macrorhynchus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44219,Apristurus macrostomus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44220,Apristurus micropterygeus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44221,Apristurus parvipinnis,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44222,Apristurus pinguis,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
44223,Apristurus platyrhynchus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
44224,Apristurus profundorum,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44225,Apristurus sinensis,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44226,Apristurus spongiceps,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44228,Bythaelurus hispidus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44229,Bythaelurus immaculatus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44478,Awaous macrorhynchus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
44479,Eleotris pellegrini,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
44496,Pliotrema warreni,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
44514,Centroscyllium nigrum,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44515,Mollisquama parini,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44563,Centrophorus isodon,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44564,Miroscyllium sheikoi,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44565,Mitsukurina owstoni,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
44566,Pseudotriakis microdon,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
44567,Centroscyllium granulatum,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44568,Oxynotus caribbaeus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44569,Proscymnodon macracanthus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44570,Scymnodalatias oligodon,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44571,Squatina armata,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44572,Apristurus canutus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44573,Apristurus nasutus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44574,Apristurus stenseni,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44575,Atlantoraja castelnaui,EN,ANIMALIA,CHORDATA,CHONDRICHTHYES
44576,Bathyraja longicauda,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44577,Benthobatis kreffti,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
44578,Galeus mincaronei,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
44579,Heterodontus quoyi,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44580,Mustelus dorsalis,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44581,Mustelus fasciatus,CR,ANIMALIA,CHORDATA,CHONDRICHTHYES
44582,Psammobatis bergi,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
44583,Psammobatis extenta,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
44584,Pseudobatos planiceps,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44585,Schroederichthys chilensis,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44586,Schroederichthys saurisqualus,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
44587,Schroederichthys tenuis,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44588,Scyliorhinus besnardi,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44589,Scyliorhinus haeckelii,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44590,Scyliorhinus hesperius,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44591,Sphyrna corona,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
44592,Hypanus guttatus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44595,Rhinoptera brasiliensis,EN,ANIMALIA,CHORDATA,CHONDRICHTHYES
44596,Sympterygia brevicaudata,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44597,Sympterygia bonapartii,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44598,Urotrygon microphthalmum,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
44599,Apristurus manis,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
44600,Anacanthobatis marmorata,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44601,Indobatis ori,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44602,Apristurus saldanha,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
44603,Euprotomicroides zantedeschia,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
44604,Bythaelurus clevai,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44605,Bythaelurus lutarius,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44606,Cephaloscyllium sufflans,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
44607,Dipturus campbelli,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
44608,Dipturus lanceorostratus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44609,Dipturus pullopunctatus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
44610,Dipturus stenorhynchus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44611,Eridacnis sinuans,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
44612,Halaelurus lineatus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44613,Halaelurus natalensis,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44614,Heterodontus ramalheira,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44615,Neoraja stehmanni,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44617,Pseudoginglymostoma brevicaudatum,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
44618,Rajella caudaspinosa,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
44619,Rajella leoparda,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
44620,Rajella ravidula,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
44621,Torpedo fuscomaculata,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44639,Apristurus riveri,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44640,Psammobatis normani,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44641,Psammobatis rudis,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44642,Sympterygia acuta,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
44643,Sympterygia lima,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44644,Dipturus leptocaudus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44645,Rajella sadowskii,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44646,Urobatis marmoratus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44647,Urotrygon chilensis,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44649,Galeus polli,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
44650,Rajella barnardi,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
44651,Rajella dissimilis,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
44652,Amblyraja frerichsi,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44653,Aculeola nigra,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44654,Gurgesiella furvescens,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
44655,Rajella nigerrima,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
44656,Gurgesiella dorsalifera,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
44657,Apristurus microps,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
44666,Rhizoprionodon lalandii,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
44671,Choerodon rubescens,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
44672,Dermatolepis striolata,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
44673,Epinephelus fuscoguttatus,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII
44674,Epinephelus coioides,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
44675,Hyporthodus quernus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
44676,Epinephelus irroratus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
44677,Epinephelus albomarginatus,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII
44678,Epinephelus andersoni,NT,ANIMALIA,CHORDATA,ACTINOPTERYGII
44681,Epinephelus morio,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII
44682,Mycteroperca tigris,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
44683,Mycteroperca venenosa,NT,ANIMALIA,CHORDATA,ACTINOPTERYGII
44684,Plectropomus leopardus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
44686,Epinephelus cifuentesi,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
44993,Discopyge tschudii,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
44996,Squatina africana,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
45925,Hypanus marianae,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
46863,Atherinomorus lineatus,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII
46864,Centroselachus crepidater,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
46865,Scymnodon plunketi,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
60080,Trygonoptera galba,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
60081,Trygonoptera imitata,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
60082,Trygonoptera mucosa,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
60083,Trygonoptera ovalis,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
60084,Trygonoptera personata,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
60085,Trygonoptera testacea,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
60086,Urolophus armatus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
60087,Urolophus aurantiacus,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
60088,Urolophus bucculentus,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
60089,Urolophus circularis,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
60090,Urolophus cruciatus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
60091,Urolophus deforgesi,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
60092,Urolophus expansus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
60093,Urolophus flavomosaicus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
60094,Urolophus gigas,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
60095,Urolophus javanicus,CR,ANIMALIA,CHORDATA,CHONDRICHTHYES
60096,Urolophus kaianus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
60097,Urolophus lobatus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
60098,Urolophus mitosis,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
60099,Urolophus neocaledoniensis,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
60100,Urolophus orarius,EN,ANIMALIA,CHORDATA,CHONDRICHTHYES
60101,Urolophus papilio,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
60102,Urolophus paucimaculatus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
60103,Urolophus piperatus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
60104,Urolophus sufflavus,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
60105,Urolophus viridis,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
60106,Urolophus westraliensis,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
