species_id,sciname,kingdom,phylum,class
Fis-11429,Coelorinchus ventrilux,Animalia,Chordata,Actinopterygii
Fis-114346,Bembrops cadenati,Animalia,Chordata,Actinopterygii
Fis-114368,Bembrops macromma,Animalia,Chordata,Actinopterygii
Fis-114378,Bembrops magnisquamis,Animalia,Chordata,Actinopterygii
Fis-114448,Bembrops nematopterus,Animalia,Chordata,Actinopterygii
Fis-114457,Forsterygion gymnotum,Animalia,Chordata,Actinopterygii
Fis-114510,Chauliodus pammelas,Animalia,Chordata,Actinopterygii
Fis-114525,Lampanyctus macropterus,Animalia,Chordata,Actinopterygii
Fis-114531,Ateleopus indicus,Animalia,Chordata,Actinopterygii
Fis-114550,Notacanthus indicus,Animalia,Chordata,Actinopterygii
Fis-114552,Bathygadus furvescens,Animalia,Chordata,Actinopterygii
Fis-114556,Bathygadus spongiceps,Animalia,Chordata,Actinopterygii
Fis-114565,Coryphaenoides macrolophus,Animalia,Chordata,Actinopterygii
Fis-114576,Helcogramma novaecaledoniae,Animalia,Chordata,Actinopterygii
Fis-114584,Physiculus peregrinus,Animalia,Chordata,Actinopterygii
Fis-114586,Gadella edelmanni,Animalia,Chordata,Actinopterygii
Fis-114615,Ariosoma selenops,Animalia,Chordata,Actinopterygii
Fis-114618,Rhynchoconger guppyi,Animalia,Chordata,Actinopterygii
Fis-114623,Monolene atrimana,Animalia,Chordata,Actinopterygii
Fis-114639,Lepidoblennius haplodactylus,Animalia,Chordata,Actinopterygii
Fis-114644,Lepidoblennius marmoratus,Animalia,Chordata,Actinopterygii
Fis-114645,Plectrogenium barsukovi,Animalia,Chordata,Actinopterygii
Fis-114650,Norfolkia thomasi,Animalia,Chordata,Actinopterygii
Fis-114690,Trianectes bucephalus,Animalia,Chordata,Actinopterygii
Fis-114698,Trinorfolkia clarkei,Animalia,Chordata,Actinopterygii
Fis-114718,Trinorfolkia cristata,Animalia,Chordata,Actinopterygii
Fis-114720,Trinorfolkia incisa,Animalia,Chordata,Actinopterygii
Fis-114721,Ucla xenogrammus,Animalia,Chordata,Actinopterygii
Fis-114735,Neobythites steatiticus,Animalia,Chordata,Actinopterygii
Fis-114739,Bassozetus glutinosus,Animalia,Chordata,Actinopterygii
Fis-114756,Poecilopsetta zanzibarensis,Animalia,Chordata,Actinopterygii
Fis-114767,Paratriacanthodes herrei,Animalia,Chordata,Actinopterygii
Fis-114937,Symphurus billykrietei,Animalia,Chordata,Actinopterygii
Fis-114940,Symphurus stigmosus,Animalia,Chordata,Actinopterygii
Fis-114945,Lipogramma rosea,Animalia,Chordata,Actinopterygii
Fis-114946,Lipogramma trilineata,Animalia,Chordata,Actinopterygii
Fis-114960,Starksia occidentalis,Animalia,Chordata,Actinopterygii
Fis-114973,Elacatinus chancei,Animalia,Chordata,Actinopterygii
Fis-114974,Elacatinus horsti,Animalia,Chordata,Actinopterygii
Fis-114976,Elacatinus oceanops,Animalia,Chordata,Actinopterygii
Fis-114977,Elacatinus prochilos,Animalia,Chordata,Actinopterygii
Fis-114978,Elacatinus randalli,Animalia,Chordata,Actinopterygii
Fis-114979,Elacatinus xanthiprora,Animalia,Chordata,Actinopterygii
Fis-115015,Rhynchoconger gracilior,Animalia,Chordata,Actinopterygii
Fis-11509,Sillaginodes punctatus,Animalia,Chordata,Actinopterygii
Fis-115175,Polydactylus quadrifilis,Animalia,Chordata,Actinopterygii
Fis-115192,Hemilepidotus spinosus,Animalia,Chordata,Actinopterygii
Fis-115260,Acanthaphritis barbata,Animalia,Chordata,Actinopterygii
Fis-115342,Gymnachirus melas,Animalia,Chordata,Actinopterygii
Fis-115352,Symphurus urospilus,Animalia,Chordata,Actinopterygii
Fis-115360,Acanthurus bariene,Animalia,Chordata,Actinopterygii
Fis-115418,Ecsenius isos,Animalia,Chordata,Actinopterygii
Fis-115461,Careproctus pycnosoma,Animalia,Chordata,Actinopterygii
Fis-115472,Arhynchobatis asperrimus,Animalia,Chordata,Elasmobranchii
Fis-115474,Bathyraja shuntovi,Animalia,Chordata,Elasmobranchii
Fis-115496,Cottunculus nudus,Animalia,Chordata,Actinopterygii
Fis-115500,Pterygotrigla pauli,Animalia,Chordata,Actinopterygii
Fis-115501,Congiopodus coriaceus,Animalia,Chordata,Actinopterygii
Fis-115502,Helicolenus barathri,Animalia,Chordata,Actinopterygii
Fis-115511,Arnoglossus scapha,Animalia,Chordata,Actinopterygii
Fis-115521,Favonigobius lateralis,Animalia,Chordata,Actinopterygii
Fis-115596,Aulotrachichthys novaezelandicus,Animalia,Chordata,Actinopterygii
Fis-115604,Coelorinchus bollonsi,Animalia,Chordata,Actinopterygii
Fis-115610,Symphurus ginsburgi,Animalia,Chordata,Actinopterygii
Fis-115614,Coelorinchus kermadecus,Animalia,Chordata,Actinopterygii
Fis-11562,Sillago indica,Animalia,Chordata,Actinopterygii
Fis-115623,Symphurus marginatus,Animalia,Chordata,Actinopterygii
Fis-115627,Lophiocharon lithinostomus,Animalia,Chordata,Actinopterygii
Fis-115629,Coelorinchus innotabilis,Animalia,Chordata,Actinopterygii
Fis-115632,Coelorinchus oliverianus,Animalia,Chordata,Actinopterygii
Fis-115644,Symphurus trewavasae,Animalia,Chordata,Actinopterygii
Fis-115656,Koumansetta rainfordi,Animalia,Chordata,Actinopterygii
Fis-115669,Coelorinchus argentatus,Animalia,Chordata,Actinopterygii
Fis-115683,Coelorinchus kamoharai,Animalia,Chordata,Actinopterygii
Fis-115684,Coelorinchus labiatus,Animalia,Chordata,Actinopterygii
Fis-115685,Coelorinchus macrochir,Animalia,Chordata,Actinopterygii
Fis-115687,Coelorinchus scaphopsis,Animalia,Chordata,Actinopterygii
Fis-115697,Coelorinchus quadricristatus,Animalia,Chordata,Actinopterygii
Fis-115735,Breviraja colesi,Animalia,Chordata,Elasmobranchii
Fis-115739,Cruriraja poeyi,Animalia,Chordata,Elasmobranchii
Fis-115746,Champsodon nudivittis,Animalia,Chordata,Actinopterygii
Fis-115751,Chimaera cubana,Animalia,Chordata,Holocephali
Fis-115790,Parahucho perryi,Animalia,Chordata,Actinopterygii
Fis-115798,Eustomias brevibarbatus,Animalia,Chordata,Actinopterygii
Fis-115821,Polyipnus laternatus,Animalia,Chordata,Actinopterygii
Fis-115864,Diaphus minax,Animalia,Chordata,Actinopterygii
Fis-115865,Scopelarchoides nicholsi,Animalia,Chordata,Actinopterygii
Fis-115873,Astronesthes similus,Animalia,Chordata,Actinopterygii
Fis-115888,Symphurus jenynsi,Animalia,Chordata,Actinopterygii
Fis-115957,Physiculus kaupi,Animalia,Chordata,Actinopterygii
Fis-115963,Ogcocephalus vespertilio,Animalia,Chordata,Actinopterygii
Fis-115966,Cruriraja atlantis,Animalia,Chordata,Elasmobranchii
Fis-11598,Sillago robusta,Animalia,Chordata,Actinopterygii
Fis-115986,Polyipnus asteroides,Animalia,Chordata,Actinopterygii
Fis-115989,Polyipnus clarus,Animalia,Chordata,Actinopterygii
Fis-116143,Grammonus diagrammus,Animalia,Chordata,Actinopterygii
Fis-116241,Tribolodon brandtii,Animalia,Chordata,Actinopterygii
Fis-116262,Neobythites gilli,Animalia,Chordata,Actinopterygii
Fis-116271,Hypoplectrus aberrans,Animalia,Chordata,Actinopterygii
Fis-116279,Pholidichthys anguis,Animalia,Chordata,Actinopterygii
Fis-116293,Idiastion pacificum,Animalia,Chordata,Actinopterygii
Fis-116296,Andriashevia aptera,Animalia,Chordata,Actinopterygii
Fis-116302,Davidijordania jordaniana,Animalia,Chordata,Actinopterygii
Fis-116311,Gymnelopsis brevifenestrata,Animalia,Chordata,Actinopterygii
Fis-116314,Carapus dubius,Animalia,Chordata,Actinopterygii
Fis-116315,Gymnelus hemifasciatus,Animalia,Chordata,Actinopterygii
Fis-116318,Gymnelus pauciporus,Animalia,Chordata,Actinopterygii
Fis-116321,Gymnelus popovi,Animalia,Chordata,Actinopterygii
Fis-116363,Nalbantichthys elongatus,Animalia,Chordata,Actinopterygii
Fis-116365,Opaeophacus acrogeneius,Animalia,Chordata,Actinopterygii
Fis-116371,Aiakas kreffti,Animalia,Chordata,Actinopterygii
Fis-116375,Symphurus microrhynchus,Animalia,Chordata,Actinopterygii
Fis-11641,Pseudopleuronectes herzensteini,Animalia,Chordata,Actinopterygii
Fis-116449,Austrolycus depressiceps,Animalia,Chordata,Actinopterygii
Fis-116458,Austrolycus laticinctus,Animalia,Chordata,Actinopterygii
Fis-116472,Crossostomus chilensis,Animalia,Chordata,Actinopterygii
Fis-116477,Dadyanos insignis,Animalia,Chordata,Actinopterygii
Fis-116479,Exechodontes daidaleus,Animalia,Chordata,Actinopterygii
Fis-116558,Hadropogonichthys lindbergi,Animalia,Chordata,Actinopterygii
Fis-116585,Letholycus microphthalmus,Animalia,Chordata,Actinopterygii
Fis-116592,Lycodapus derjugini,Animalia,Chordata,Actinopterygii
Fis-116597,Lycodes nakamurae,Animalia,Chordata,Actinopterygii
Fis-116691,Lycenchelys albomaculata,Animalia,Chordata,Actinopterygii
Fis-116692,Lycenchelys alba,Animalia,Chordata,Actinopterygii
Fis-116714,Alosa tanaica,Animalia,Chordata,Actinopterygii
Fis-116725,Lycenchelys squamosa,Animalia,Chordata,Actinopterygii
Fis-116726,Lycenchelys verrillii,Animalia,Chordata,Actinopterygii
Fis-116731,Lycenchelys bachmanni,Animalia,Chordata,Actinopterygii
Fis-116737,Lycenchelys bullisi,Animalia,Chordata,Actinopterygii
Fis-116739,Lycenchelys camchatica,Animalia,Chordata,Actinopterygii
Fis-116742,Lycenchelys cicatrifer,Animalia,Chordata,Actinopterygii
Fis-116747,Lycenchelys incisa,Animalia,Chordata,Actinopterygii
Fis-116754,Lycenchelys makushok,Animalia,Chordata,Actinopterygii
Fis-116755,Lycenchelys micropora,Animalia,Chordata,Actinopterygii
Fis-116901,Lycenchelys monstrosa,Animalia,Chordata,Actinopterygii
Fis-116902,Lycenchelys paxillus,Animalia,Chordata,Actinopterygii
Fis-116910,Lycenchelys porifer,Animalia,Chordata,Actinopterygii
Fis-116917,Lycenchelys ratmanovi,Animalia,Chordata,Actinopterygii
Fis-116919,Lycenchelys rosea,Animalia,Chordata,Actinopterygii
Fis-116926,Lycenchelys scaurus,Animalia,Chordata,Actinopterygii
Fis-116935,Lycodapus dermatinus,Animalia,Chordata,Actinopterygii
Fis-116939,Lycodapus poecilus,Animalia,Chordata,Actinopterygii
Fis-116940,Lycodapus psarostomatus,Animalia,Chordata,Actinopterygii
Fis-116941,Lycodes adolfi,Animalia,Chordata,Actinopterygii
Fis-116962,Lycodes concolor,Animalia,Chordata,Actinopterygii
Fis-116964,Lycodes fasciatus,Animalia,Chordata,Actinopterygii
Fis-116970,Lycodes microlepidotus,Animalia,Chordata,Actinopterygii
Fis-116972,Lycodes ocellatus,Animalia,Chordata,Actinopterygii
Fis-116973,Lycodes paucilepidotus,Animalia,Chordata,Actinopterygii
Fis-116974,Lycodes pectoralis,Animalia,Chordata,Actinopterygii
Fis-116994,Coregonus maraena,Animalia,Chordata,Actinopterygii
Fis-117035,Starksia culebrae,Animalia,Chordata,Actinopterygii
Fis-117037,Starksia variabilis,Animalia,Chordata,Actinopterygii
Fis-117079,Lycodes raridens,Animalia,Chordata,Actinopterygii
Fis-117083,Lycodes schmidti,Animalia,Chordata,Actinopterygii
Fis-117085,Lycodonus malvinensis,Animalia,Chordata,Actinopterygii
Fis-117088,Lycodonus mirabilis,Animalia,Chordata,Actinopterygii
Fis-117092,Notolycodes schmidti,Animalia,Chordata,Actinopterygii
Fis-117094,Oidiphorus brevis,Animalia,Chordata,Actinopterygii
Fis-117105,Ophthalmolycus macrops,Animalia,Chordata,Actinopterygii
Fis-117109,Pachycara crossacanthum,Animalia,Chordata,Actinopterygii
Fis-117113,Pachycara gymninium,Animalia,Chordata,Actinopterygii
Fis-117115,Pachycara lepinium,Animalia,Chordata,Actinopterygii
Fis-117119,Pachycara mesoporum,Animalia,Chordata,Actinopterygii
Fis-117121,Pachycara pammelas,Animalia,Chordata,Actinopterygii
Fis-117126,Pachycara sulaki,Animalia,Chordata,Actinopterygii
Fis-117130,Pachycara suspectum,Animalia,Chordata,Actinopterygii
Fis-117134,Piedrabuenia ringueleti,Animalia,Chordata,Actinopterygii
Fis-117143,Plesienchelys stehmanni,Animalia,Chordata,Actinopterygii
Fis-117150,Pogonolycus elegans,Animalia,Chordata,Actinopterygii
Fis-117153,Pogonolycus marinae,Animalia,Chordata,Actinopterygii
Fis-117220,Johnsonina eriomma,Animalia,Chordata,Actinopterygii
Fis-117350,Neomerinthe beanorum,Animalia,Chordata,Actinopterygii
Fis-117358,Bothrocara elongatum,Animalia,Chordata,Actinopterygii
Fis-117370,Peristedion imberbe,Animalia,Chordata,Actinopterygii
Fis-117375,Peristedion longispatha,Animalia,Chordata,Actinopterygii
Fis-117378,Gymnelopsis ocellata,Animalia,Chordata,Actinopterygii
Fis-117422,Lycenchelys alta,Animalia,Chordata,Actinopterygii
Fis-117773,Ophichthus cylindroideus,Animalia,Chordata,Actinopterygii
Fis-117866,Lycodes luetkenii,Animalia,Chordata,Actinopterygii
Fis-118052,Idiastion kyphos,Animalia,Chordata,Actinopterygii
Fis-118058,Scorpaena bergii,Animalia,Chordata,Actinopterygii
Fis-118106,Scorpaena melasma,Animalia,Chordata,Actinopterygii
Fis-118261,Ernogrammus walkeri,Animalia,Chordata,Actinopterygii
Fis-118267,Eptatretus carlhubbsi,Animalia,Chordata,Myxini
Fis-118279,Torpedo fairchildi,Animalia,Chordata,Elasmobranchii
Fis-118376,Atherinella brasiliensis,Animalia,Chordata,Actinopterygii
Fis-118509,Favonigobius gymnauchen,Animalia,Chordata,Actinopterygii
Fis-118529,Pseudophycis barbata,Animalia,Chordata,Actinopterygii
Fis-11870,Fowleria isostigma,Animalia,Chordata,Actinopterygii
Fis-118742,Tylosurus fodiator,Animalia,Chordata,Actinopterygii
Fis-119017,Artediellus dydymovi,Animalia,Chordata,Actinopterygii
Fis-119200,Crystallias matsushimae,Animalia,Chordata,Actinopterygii
Fis-119482,Hymenocephalus torvus,Animalia,Chordata,Actinopterygii
Fis-119508,Upeneus japonicus,Animalia,Chordata,Actinopterygii
Fis-119586,Ichthyscopus sannio,Animalia,Chordata,Actinopterygii
Fis-119716,Bryaninops yongei,Animalia,Chordata,Actinopterygii
Fis-119913,Acanthaluteres vittiger,Animalia,Chordata,Actinopterygii
Fis-120072,Nannobrachium nigrum,Animalia,Chordata,Actinopterygii
Fis-120127,Parmaturus macmillani,Animalia,Chordata,Elasmobranchii
Fis-120202,Cephaloscyllium umbratile,Animalia,Chordata,Elasmobranchii
Fis-120428,Yongeichthys criniger,Animalia,Chordata,Actinopterygii
Fis-120470,Kuronezumia bubonis,Animalia,Chordata,Actinopterygii
Fis-120669,Notacanthus sexspinis,Animalia,Chordata,Actinopterygii
Fis-120720,Trachyrincus longirostris,Animalia,Chordata,Actinopterygii
Fis-120768,Cepola haastii,Animalia,Chordata,Actinopterygii
Fis-120785,Neophrynichthys latus,Animalia,Chordata,Actinopterygii
Fis-120794,Capromimus abbreviatus,Animalia,Chordata,Actinopterygii
Fis-120888,Pseudoscopelus sagamianus,Animalia,Chordata,Actinopterygii
Fis-120906,Macroparalepis danae,Animalia,Chordata,Actinopterygii
Fis-120908,Lestidiops pacificus,Animalia,Chordata,Actinopterygii
Fis-120918,Snyderidia canina,Animalia,Chordata,Actinopterygii
Fis-120985,Girella fimbriata,Animalia,Chordata,Actinopterygii
Fis-120986,Thamnaconus analis,Animalia,Chordata,Actinopterygii
Fis-120991,Peltorhamphus tenuis,Animalia,Chordata,Actinopterygii
Fis-121000,Crapatalus novaezelandiae,Animalia,Chordata,Actinopterygii
Fis-121002,Leptoscopus macropygus,Animalia,Chordata,Actinopterygii
Fis-121247,Conger orbignianus,Animalia,Chordata,Actinopterygii
Fis-121312,Echelus uropterus,Animalia,Chordata,Actinopterygii
Fis-121460,Lepadogaster candolii,Animalia,Chordata,Actinopterygii
Fis-121492,Choerodon azurio,Animalia,Chordata,Actinopterygii
Fis-121542,Brotula clarkae,Animalia,Chordata,Actinopterygii
Fis-121574,Callionymus pleurostictus,Animalia,Chordata,Actinopterygii
Fis-121626,Lindbergichthys mizops,Animalia,Chordata,Actinopterygii
Fis-121644,Pseudogramma pectoralis,Animalia,Chordata,Actinopterygii
Fis-121645,Suttonia lineata,Animalia,Chordata,Actinopterygii
Fis-121646,Suttonia suttoni,Animalia,Chordata,Actinopterygii
Fis-121668,Nansenia tenera,Animalia,Chordata,Actinopterygii
Fis-121672,Diplogrammus randalli,Animalia,Chordata,Actinopterygii
Fis-121765,Myxine mcmillanae,Animalia,Chordata,Myxini
Fis-121781,Enneapterygius flavoccipitis,Animalia,Chordata,Actinopterygii
Fis-121783,Enneapterygius philippinus,Animalia,Chordata,Actinopterygii
Fis-121821,Bidenichthys beeblebroxi,Animalia,Chordata,Actinopterygii
Fis-122026,Acentronura breviperula,Animalia,Chordata,Actinopterygii
Fis-122288,Platycephalus fuscus,Animalia,Chordata,Actinopterygii
Fis-122362,Cyprinodon variegatus variegatus,Animalia,Chordata,Actinopterygii
Fis-122901,Aphos porosus,Animalia,Chordata,Actinopterygii
Fis-122909,Paracetonurus flagellicauda,Animalia,Chordata,Actinopterygii
Fis-122912,Pterygotrigla guezei,Animalia,Chordata,Actinopterygii
Fis-122963,Springerichthys kulbickii,Animalia,Chordata,Actinopterygii
Fis-123048,Plectorhinchus lessonii,Animalia,Chordata,Actinopterygii
Fis-123096,Coryphaenoides fernandezianus,Animalia,Chordata,Actinopterygii
Fis-123102,Sargocentron ensifer,Animalia,Chordata,Actinopterygii
Fis-123114,Bathyclupea hoskynii,Animalia,Chordata,Actinopterygii
Fis-123121,Chlorophthalmus mento,Animalia,Chordata,Actinopterygii
Fis-123123,Hoplunnis pacifica,Animalia,Chordata,Actinopterygii
Fis-123128,Peristedion barbiger,Animalia,Chordata,Actinopterygii
Fis-123132,Porichthys pauciradiatus,Animalia,Chordata,Actinopterygii
Fis-123138,Serranus aequidens,Animalia,Chordata,Actinopterygii
Fis-123139,Serranus huascarii,Animalia,Chordata,Actinopterygii
Fis-123142,Synchiropus atrilabiatus,Animalia,Chordata,Actinopterygii
Fis-123164,Chromis jubauna,Animalia,Chordata,Actinopterygii
Fis-123176,Sargocentron hormion,Animalia,Chordata,Actinopterygii
Fis-123179,Sargocentron iota,Animalia,Chordata,Actinopterygii
Fis-123198,Pseudopercis semifasciata,Animalia,Chordata,Actinopterygii
Fis-123205,Sphyraena tome,Animalia,Chordata,Actinopterygii
Fis-123220,Parapercis dockinsi,Animalia,Chordata,Actinopterygii
Fis-123376,Etmopterus perryi,Animalia,Chordata,Elasmobranchii
Fis-123550,Bathyraja bergi,Animalia,Chordata,Elasmobranchii
Fis-123600,Ophidion imitator,Animalia,Chordata,Actinopterygii
Fis-123648,Hypomesus japonicus,Animalia,Chordata,Actinopterygii
Fis-123652,Icelus rastrinoides,Animalia,Chordata,Actinopterygii
Fis-123653,Icelus stenosomus,Animalia,Chordata,Actinopterygii
Fis-123655,Apogon robbyi,Animalia,Chordata,Actinopterygii
Fis-123665,Podothecus sturioides,Animalia,Chordata,Actinopterygii
Fis-123667,Podothecus veternus,Animalia,Chordata,Actinopterygii
Fis-123670,Brachyopsis segaliensis,Animalia,Chordata,Actinopterygii
Fis-123700,Hypsagonus corniger,Animalia,Chordata,Actinopterygii
Fis-123702,Liparis latifrons,Animalia,Chordata,Actinopterygii
Fis-123713,Pseudalectrias tarasovi,Animalia,Chordata,Actinopterygii
Fis-123716,Askoldia variegata,Animalia,Chordata,Actinopterygii
Fis-123718,Pholidapus dybowskii,Animalia,Chordata,Actinopterygii
Fis-123727,Lipogramma robinsi,Animalia,Chordata,Actinopterygii
Fis-123738,Limanda sakhalinensis,Animalia,Chordata,Actinopterygii
Fis-12375,Pseudopleuronectes americanus,Animalia,Chordata,Actinopterygii
Fis-123765,Dactyloscopus boehlkei,Animalia,Chordata,Actinopterygii
Fis-123779,Allenbatrachus grunniens,Animalia,Chordata,Actinopterygii
Fis-123785,Allenbatrachus reticulatus,Animalia,Chordata,Actinopterygii
Fis-123790,Pterygotrigla spirai,Animalia,Chordata,Actinopterygii
Fis-123795,Gramma brasiliensis,Animalia,Chordata,Actinopterygii
Fis-123810,Dactyloscopus foraminosus,Animalia,Chordata,Actinopterygii
Fis-123816,Dactyloscopus comptus,Animalia,Chordata,Actinopterygii
Fis-123824,Callionymus brevianalis,Animalia,Chordata,Actinopterygii
Fis-123828,Gillellus jacksoni,Animalia,Chordata,Actinopterygii
Fis-123846,Storrsia olsoni,Animalia,Chordata,Actinopterygii
Fis-123892,Callionymus leucopoecilus,Animalia,Chordata,Actinopterygii
Fis-123959,Astronesthes luetkeni,Animalia,Chordata,Actinopterygii
Fis-123968,Enchelybrotula paucidens,Animalia,Chordata,Actinopterygii
Fis-123975,Astronesthes lampara,Animalia,Chordata,Actinopterygii
Fis-124020,Gadella thysthlon,Animalia,Chordata,Actinopterygii
Fis-124079,Elacatinus figaro,Animalia,Chordata,Actinopterygii
Fis-124120,Gymnothorax annulatus,Animalia,Chordata,Actinopterygii
Fis-124123,Gymnothorax mccoskeri,Animalia,Chordata,Actinopterygii
Fis-124132,Gymnothorax minor,Animalia,Chordata,Actinopterygii
Fis-124148,Gymnothorax randalli,Animalia,Chordata,Actinopterygii
Fis-124158,Chelon melinopterus,Animalia,Chordata,Actinopterygii
Fis-124167,Callechelys catostoma,Animalia,Chordata,Actinopterygii
Fis-124168,Callechelys eristigma,Animalia,Chordata,Actinopterygii
Fis-124191,Plesiops auritus,Animalia,Chordata,Actinopterygii
Fis-124203,Haemulon flaviguttatum,Animalia,Chordata,Actinopterygii
Fis-124204,Benthosema panamense,Animalia,Chordata,Actinopterygii
Fis-124208,Ophichthus remiger,Animalia,Chordata,Actinopterygii
Fis-124211,Peristedion crustosum,Animalia,Chordata,Actinopterygii
Fis-124272,Careproctus spectrum,Animalia,Chordata,Actinopterygii
Fis-124273,Careproctus ostentum,Animalia,Chordata,Actinopterygii
Fis-124274,Paraliparis holomelas,Animalia,Chordata,Actinopterygii
Fis-124275,Paraliparis ulochir,Animalia,Chordata,Actinopterygii
Fis-124276,Rhinoliparis barbulifer,Animalia,Chordata,Actinopterygii
Fis-124280,Careproctus ectenes,Animalia,Chordata,Actinopterygii
Fis-124298,Plesiops gracilis,Animalia,Chordata,Actinopterygii
Fis-124322,Plesiops polydactylus,Animalia,Chordata,Actinopterygii
Fis-124324,Plesiops verecundus,Animalia,Chordata,Actinopterygii
Fis-124350,Uropterygius xenodontus,Animalia,Chordata,Actinopterygii
Fis-124361,Lethotremus muticus,Animalia,Chordata,Actinopterygii
Fis-124363,Eumicrotremus gyrinops,Animalia,Chordata,Actinopterygii
Fis-124366,Mustelus minicanis,Animalia,Chordata,Elasmobranchii
