species_id,sciname,kingdom,phylum,class
Fis-31592,Mustelus lenticulatus,Animalia,Chordata,Elasmobranchii
Fis-31593,Mustelus mento,Animalia,Chordata,Elasmobranchii
Fis-31594,Mustelus palumbes,Animalia,Chordata,Elasmobranchii
Fis-31595,Mustelus punctulatus,Animalia,Chordata,Elasmobranchii
Fis-31596,Mustelus schmitti,Animalia,Chordata,Elasmobranchii
Fis-31597,Mustelus asterias,Animalia,Chordata,Elasmobranchii
Fis-31598,Mustelus whitneyi,Animalia,Chordata,Elasmobranchii
Fis-31599,Mustelus dorsalis,Animalia,Chordata,Elasmobranchii
Fis-31600,Mustelus manazo,Animalia,Chordata,Elasmobranchii
Fis-31602,Mustelus antarcticus,Animalia,Chordata,Elasmobranchii
Fis-31606,Triakis scyllium,Animalia,Chordata,Elasmobranchii
Fis-31608,Hippocampus kuda,Animalia,Chordata,Actinopterygii
Fis-3161,Scophthalmus maximus,Animalia,Chordata,Actinopterygii
Fis-31616,Upeneus taeniopterus,Animalia,Chordata,Actinopterygii
Fis-31630,Glyptoparus delicatulus,Animalia,Chordata,Actinopterygii
Fis-31807,Croilia mossambica,Animalia,Chordata,Actinopterygii
Fis-31815,Xanthichthys caeruleolineatus,Animalia,Chordata,Actinopterygii
Fis-31816,Caranx papuensis,Animalia,Chordata,Actinopterygii
Fis-31822,Uranoscopus japonicus,Animalia,Chordata,Actinopterygii
Fis-31825,Sphyraena ensis,Animalia,Chordata,Actinopterygii
Fis-31827,Cirrhitus rivulatus,Animalia,Chordata,Actinopterygii
Fis-31828,Pomadasys bayanus,Animalia,Chordata,Actinopterygii
Fis-31833,Centropomus nigrescens,Animalia,Chordata,Actinopterygii
Fis-31834,Centropomus medius,Animalia,Chordata,Actinopterygii
Fis-31835,Centropomus viridis,Animalia,Chordata,Actinopterygii
Fis-31847,Anarchias allardicei,Animalia,Chordata,Actinopterygii
Fis-31849,Echidna leucotaenia,Animalia,Chordata,Actinopterygii
Fis-31850,Echidna unicolor,Animalia,Chordata,Actinopterygii
Fis-31851,Gymnothorax enigmaticus,Animalia,Chordata,Actinopterygii
Fis-31852,Gymnothorax gracilicauda,Animalia,Chordata,Actinopterygii
Fis-31855,Myripristis adusta,Animalia,Chordata,Actinopterygii
Fis-31857,Amphiprion ocellaris,Animalia,Chordata,Actinopterygii
Fis-31863,Amblygobius linki,Animalia,Chordata,Actinopterygii
Fis-31864,Amphiprion frenatus,Animalia,Chordata,Actinopterygii
Fis-31871,Girella punctata,Animalia,Chordata,Actinopterygii
Fis-31875,Diodon liturosus,Animalia,Chordata,Actinopterygii
Fis-31876,Ostracion cubicus,Animalia,Chordata,Actinopterygii
Fis-31877,Ostracion meleagris,Animalia,Chordata,Actinopterygii
Fis-31880,Parapercis clathrata,Animalia,Chordata,Actinopterygii
Fis-31884,Sillago japonica,Animalia,Chordata,Actinopterygii
Fis-31885,Ostracion solorensis,Animalia,Chordata,Actinopterygii
Fis-31888,Awaous melanocephalus,Animalia,Chordata,Actinopterygii
Fis-31889,Chromis leucura,Animalia,Chordata,Actinopterygii
Fis-31891,Diploprion bifasciatum,Animalia,Chordata,Actinopterygii
Fis-31894,Verasper moseri,Animalia,Chordata,Actinopterygii
Fis-31897,Nemateleotris decora,Animalia,Chordata,Actinopterygii
Fis-31898,Parma polylepis,Animalia,Chordata,Actinopterygii
Fis-31899,Pomacentrus lepidogenys,Animalia,Chordata,Actinopterygii
Fis-31900,Pomacentrus nigromarginatus,Animalia,Chordata,Actinopterygii
Fis-31902,Pseudochromis fuscus,Animalia,Chordata,Actinopterygii
Fis-31903,Nemateleotris magnifica,Animalia,Chordata,Actinopterygii
Fis-31907,Pseudorhombus spinosus,Animalia,Chordata,Actinopterygii
Fis-31909,Sphyraena helleri,Animalia,Chordata,Actinopterygii
Fis-31911,Scorpaenopsis cacopsis,Animalia,Chordata,Actinopterygii
Fis-31912,Conger cinereus,Animalia,Chordata,Actinopterygii
Fis-32084,Pomacentrus alexanderae,Animalia,Chordata,Actinopterygii
Fis-32085,Chromis ovatiformes,Animalia,Chordata,Actinopterygii
Fis-32087,Halichoeres tenuispinis,Animalia,Chordata,Actinopterygii
Fis-32089,Myxine australis,Animalia,Chordata,Myxini
Fis-3209,Echiichthys vipera,Animalia,Chordata,Actinopterygii
Fis-32091,Bathyraja irrasa,Animalia,Chordata,Elasmobranchii
Fis-32092,Bathyraja maccaini,Animalia,Chordata,Elasmobranchii
Fis-32096,Diastobranchus capensis,Animalia,Chordata,Actinopterygii
Fis-32097,Nansenia antarctica,Animalia,Chordata,Actinopterygii
Fis-32098,Bathylagus antarcticus,Animalia,Chordata,Actinopterygii
Fis-32099,Bathylagus gracilis,Animalia,Chordata,Actinopterygii
Fis-32100,Bathylagus tenuis,Animalia,Chordata,Actinopterygii
Fis-32101,Normichthys yahganorum,Animalia,Chordata,Actinopterygii
Fis-32102,Cyclothone pallida,Animalia,Chordata,Actinopterygii
Fis-32103,Cyclothone pseudopallida,Animalia,Chordata,Actinopterygii
Fis-32104,Argyropelecus hemigymnus,Animalia,Chordata,Actinopterygii
Fis-32105,Sternoptyx pseudodiaphana,Animalia,Chordata,Actinopterygii
Fis-32106,Idiacanthus atlanticus,Animalia,Chordata,Actinopterygii
Fis-32107,Stomias gracilis,Animalia,Chordata,Actinopterygii
Fis-32108,Trigonolampa miriceps,Animalia,Chordata,Actinopterygii
Fis-32109,Benthalbella macropinna,Animalia,Chordata,Actinopterygii
Fis-32110,Notolepis annulata,Animalia,Chordata,Actinopterygii
Fis-32111,Notolepis coatsi,Animalia,Chordata,Actinopterygii
Fis-32112,Diaphus hudsoni,Animalia,Chordata,Actinopterygii
Fis-32113,Diaphus ostenfeldi,Animalia,Chordata,Actinopterygii
Fis-32114,Electrona paucirastra,Animalia,Chordata,Actinopterygii
Fis-32115,Gymnoscopelus bolini,Animalia,Chordata,Actinopterygii
Fis-32116,Gymnoscopelus opisthopterus,Animalia,Chordata,Actinopterygii
Fis-32117,Gymnoscopelus hintonoides,Animalia,Chordata,Actinopterygii
Fis-32119,Hintonia candens,Animalia,Chordata,Actinopterygii
Fis-32122,Lampanyctus australis,Animalia,Chordata,Actinopterygii
Fis-32123,Lampanyctus intricarius,Animalia,Chordata,Actinopterygii
Fis-32124,Protomyctophum andriashevi,Animalia,Chordata,Actinopterygii
Fis-32125,Protomyctophum choriodon,Animalia,Chordata,Actinopterygii
Fis-32126,Protomyctophum gemmatum,Animalia,Chordata,Actinopterygii
Fis-32127,Protomyctophum luciferum,Animalia,Chordata,Actinopterygii
Fis-32128,Dieidolycus leptodermatus,Animalia,Chordata,Actinopterygii
Fis-32129,Lycenchelys antarctica,Animalia,Chordata,Actinopterygii
Fis-32130,Lycenchelys aratrirostris,Animalia,Chordata,Actinopterygii
Fis-32132,Lycenchelys bellingshauseni,Animalia,Chordata,Actinopterygii
Fis-32137,Lycodapus antarcticus,Animalia,Chordata,Actinopterygii
Fis-32138,Lycodapus pachysoma,Animalia,Chordata,Actinopterygii
Fis-32139,Lycodichthys antarcticus,Animalia,Chordata,Actinopterygii
Fis-32140,Melanostigma bathium,Animalia,Chordata,Actinopterygii
Fis-32141,Melanostigma gelatinosum,Animalia,Chordata,Actinopterygii
Fis-32142,Melanostigma vitiazi,Animalia,Chordata,Actinopterygii
Fis-32145,Cryothenia peninsulae,Animalia,Chordata,Actinopterygii
Fis-32146,Dissostichus mawsoni,Animalia,Chordata,Actinopterygii
Fis-32148,Trematomus bernacchii,Animalia,Chordata,Actinopterygii
Fis-32149,Trematomus eulepidotus,Animalia,Chordata,Actinopterygii
Fis-32150,Trematomus hansoni,Animalia,Chordata,Actinopterygii
Fis-32151,Trematomus loennbergii,Animalia,Chordata,Actinopterygii
Fis-32152,Trematomus newnesi,Animalia,Chordata,Actinopterygii
Fis-32153,Trematomus pennellii,Animalia,Chordata,Actinopterygii
Fis-32154,Trematomus tokarevi,Animalia,Chordata,Actinopterygii
Fis-32157,Artedidraco mirus,Animalia,Chordata,Actinopterygii
Fis-32158,Artedidraco orianae,Animalia,Chordata,Actinopterygii
Fis-32159,Artedidraco shackletoni,Animalia,Chordata,Actinopterygii
Fis-32160,Artedidraco skottsbergi,Animalia,Chordata,Actinopterygii
Fis-32161,Dolloidraco longedorsalis,Animalia,Chordata,Actinopterygii
Fis-32162,Pogonophryne barsukovi,Animalia,Chordata,Actinopterygii
Fis-32167,Pogonophryne lanceobarbata,Animalia,Chordata,Actinopterygii
Fis-32169,Pogonophryne marmorata,Animalia,Chordata,Actinopterygii
Fis-32171,Pogonophryne permitini,Animalia,Chordata,Actinopterygii
Fis-32174,Pogonophryne scotti,Animalia,Chordata,Actinopterygii
Fis-32176,Pogonophryne ventrimaculata,Animalia,Chordata,Actinopterygii
Fis-32179,Harpagifer kerguelensis,Animalia,Chordata,Actinopterygii
Fis-32180,Harpagifer spinosus,Animalia,Chordata,Actinopterygii
Fis-32181,Bathydraco antarcticus,Animalia,Chordata,Actinopterygii
Fis-32182,Bathydraco joannae,Animalia,Chordata,Actinopterygii
Fis-32183,Bathydraco macrolepis,Animalia,Chordata,Actinopterygii
Fis-32184,Bathydraco marri,Animalia,Chordata,Actinopterygii
Fis-32186,Cygnodraco mawsoni,Animalia,Chordata,Actinopterygii
Fis-32187,Gerlachea australis,Animalia,Chordata,Actinopterygii
Fis-32188,Gymnodraco acuticeps,Animalia,Chordata,Actinopterygii
Fis-32189,Parachaenichthys georgianus,Animalia,Chordata,Actinopterygii
Fis-32190,Prionodraco evansii,Animalia,Chordata,Actinopterygii
Fis-32191,Psilodraco breviceps,Animalia,Chordata,Actinopterygii
Fis-32192,Racovitzia glacialis,Animalia,Chordata,Actinopterygii
Fis-32193,Chionobathyscus dewitti,Animalia,Chordata,Actinopterygii
Fis-32194,Chionodraco myersi,Animalia,Chordata,Actinopterygii
Fis-32195,Cryodraco antarcticus,Animalia,Chordata,Actinopterygii
Fis-32196,Dacodraco hunteri,Animalia,Chordata,Actinopterygii
Fis-32197,Neopagetopsis ionah,Animalia,Chordata,Actinopterygii
Fis-32198,Pagetopsis maculatus,Animalia,Chordata,Actinopterygii
Fis-32199,Icichthys australis,Animalia,Chordata,Actinopterygii
Fis-32200,Achiropsetta tricholepis,Animalia,Chordata,Actinopterygii
Fis-32203,Pseudomancopsetta andriashevi,Animalia,Chordata,Actinopterygii
Fis-32206,Muraenolepis microps,Animalia,Chordata,Actinopterygii
Fis-32207,Muraenolepis orangiensis,Animalia,Chordata,Actinopterygii
Fis-32209,Melanonus gracilis,Animalia,Chordata,Actinopterygii
Fis-32212,Macrourus holotrachys,Animalia,Chordata,Actinopterygii
Fis-32213,Echiodon cryomargarites,Animalia,Chordata,Actinopterygii
Fis-32214,Oneirodes notius,Animalia,Chordata,Actinopterygii
Fis-32216,Lampris immaculatus,Animalia,Chordata,Actinopterygii
Fis-32218,Gyrinomimus grahami,Animalia,Chordata,Actinopterygii
Fis-32220,Pseudocyttus maculatus,Animalia,Chordata,Actinopterygii
Fis-32221,Zanclorhynchus spinifer,Animalia,Chordata,Actinopterygii
Fis-32225,Paraliparis meganchus,Animalia,Chordata,Actinopterygii
Fis-32226,Paraliparis monoporus,Animalia,Chordata,Actinopterygii
Fis-32228,Paraliparis operculosus,Animalia,Chordata,Actinopterygii
Fis-32229,Paraliparis somovi,Animalia,Chordata,Actinopterygii
Fis-32233,Paraliparis thalassobathyalis,Animalia,Chordata,Actinopterygii
Fis-32236,Dentatherina merceri,Animalia,Chordata,Actinopterygii
Fis-32237,Coryphaenoides filicauda,Animalia,Chordata,Actinopterygii
Fis-32243,Bryaninops amplus,Animalia,Chordata,Actinopterygii
Fis-32244,Bryaninops natans,Animalia,Chordata,Actinopterygii
Fis-32245,Ctenogobiops pomastictus,Animalia,Chordata,Actinopterygii
Fis-32247,Discordipinna griessingeri,Animalia,Chordata,Actinopterygii
Fis-32248,Eviota bifasciata,Animalia,Chordata,Actinopterygii
Fis-32250,Gobiodon okinawae,Animalia,Chordata,Actinopterygii
Fis-32251,Amblyeleotris randalli,Animalia,Chordata,Actinopterygii
Fis-32252,Cryptocentrus octofasciatus,Animalia,Chordata,Actinopterygii
Fis-32253,Ctenogobiops feroculus,Animalia,Chordata,Actinopterygii
Fis-32254,Lotilia graciliosa,Animalia,Chordata,Actinopterygii
Fis-32255,Signigobius biocellatus,Animalia,Chordata,Actinopterygii
Fis-32256,Austrolethops wardi,Animalia,Chordata,Actinopterygii
Fis-32257,Bryaninops ridens,Animalia,Chordata,Actinopterygii
Fis-32259,Callogobius centrolepis,Animalia,Chordata,Actinopterygii
Fis-32260,Eviota afelei,Animalia,Chordata,Actinopterygii
Fis-32261,Eviota albolineata,Animalia,Chordata,Actinopterygii
Fis-32263,Eviota distigma,Animalia,Chordata,Actinopterygii
Fis-32264,Eviota fasciola,Animalia,Chordata,Actinopterygii
Fis-32265,Eviota herrei,Animalia,Chordata,Actinopterygii
Fis-32266,Eviota lachdeberei,Animalia,Chordata,Actinopterygii
Fis-32267,Eviota latifasciata,Animalia,Chordata,Actinopterygii
Fis-32268,Eviota melasma,Animalia,Chordata,Actinopterygii
Fis-32269,Eviota nebulosa,Animalia,Chordata,Actinopterygii
Fis-32270,Eviota pellucida,Animalia,Chordata,Actinopterygii
Fis-32273,Eviota queenslandica,Animalia,Chordata,Actinopterygii
Fis-32274,Eviota saipanensis,Animalia,Chordata,Actinopterygii
Fis-32275,Eviota sebreei,Animalia,Chordata,Actinopterygii
Fis-32276,Eviota sigillata,Animalia,Chordata,Actinopterygii
Fis-32280,Ateleopus japonicus,Animalia,Chordata,Actinopterygii
Fis-32281,Bryaninops tigris,Animalia,Chordata,Actinopterygii
Fis-32282,Uropterygius concolor,Animalia,Chordata,Actinopterygii
Fis-32283,Gymnothorax melatremus,Animalia,Chordata,Actinopterygii
Fis-32284,Gymnothorax monochrous,Animalia,Chordata,Actinopterygii
Fis-32285,Uropterygius fuscoguttatus,Animalia,Chordata,Actinopterygii
Fis-32286,Uropterygius xanthopterus,Animalia,Chordata,Actinopterygii
Fis-32289,Muraenichthys schultzei,Animalia,Chordata,Actinopterygii
Fis-32290,Synodus binotatus,Animalia,Chordata,Actinopterygii
Fis-32292,Antennarius randalli,Animalia,Chordata,Actinopterygii
Fis-32293,Brotula multibarbata,Animalia,Chordata,Actinopterygii
Fis-32294,Brosmophyciops pautzkei,Animalia,Chordata,Actinopterygii
Fis-32295,Dinematichthys iluocoeteoides,Animalia,Chordata,Actinopterygii
Fis-32296,Atherion elymus,Animalia,Chordata,Actinopterygii
Fis-32298,Myripristis kuntee,Animalia,Chordata,Actinopterygii
Fis-32300,Myripristis pralinia,Animalia,Chordata,Actinopterygii
Fis-32301,Myripristis violacea,Animalia,Chordata,Actinopterygii
Fis-32302,Grammistops ocellatus,Animalia,Chordata,Actinopterygii
Fis-32303,Balistes capriscus,Animalia,Chordata,Actinopterygii
Fis-32314,Epinephelus posteli,Animalia,Chordata,Actinopterygii
Fis-32325,Glossanodon struhsakeri,Animalia,Chordata,Actinopterygii
Fis-32327,Cyclothone atraria,Animalia,Chordata,Actinopterygii
Fis-32328,Argyripnus brocki,Animalia,Chordata,Actinopterygii
Fis-32329,Argyripnus ephippiatus,Animalia,Chordata,Actinopterygii
Fis-32330,Sternoptyx diaphana,Animalia,Chordata,Actinopterygii
Fis-32331,Polyipnus nuttingi,Animalia,Chordata,Actinopterygii
Fis-32332,Argyropelecus sladeni,Animalia,Chordata,Actinopterygii
Fis-32333,Astronesthes lucifer,Animalia,Chordata,Actinopterygii
Fis-32334,Melanostomias valdiviae,Animalia,Chordata,Actinopterygii
Fis-32335,Leptostomias macronema,Animalia,Chordata,Actinopterygii
Fis-32336,Opisthoproctus soleatus,Animalia,Chordata,Actinopterygii
Fis-32337,Synodus ulae,Animalia,Chordata,Actinopterygii
Fis-32338,Lestidium nudum,Animalia,Chordata,Actinopterygii
Fis-32339,Sudis atrox,Animalia,Chordata,Actinopterygii
Fis-32340,Bolinichthys distofax,Animalia,Chordata,Actinopterygii
Fis-32341,Diaphus schmidti,Animalia,Chordata,Actinopterygii
Fis-32342,Lampadena anomala,Animalia,Chordata,Actinopterygii
Fis-32343,Lampadena urophaos,Animalia,Chordata,Actinopterygii
Fis-32344,Lampanyctus nobilis,Animalia,Chordata,Actinopterygii
Fis-32345,Lampanyctus steinbecki,Animalia,Chordata,Actinopterygii
Fis-32347,Myctophum obtusirostre,Animalia,Chordata,Actinopterygii
Fis-32348,Protomyctophum beckeri,Animalia,Chordata,Actinopterygii
Fis-32349,Taaningichthys paurolychnus,Animalia,Chordata,Actinopterygii
Fis-32350,Neoscopelus macrolepidotus,Animalia,Chordata,Actinopterygii
Fis-32351,Myctophum selenops,Animalia,Chordata,Actinopterygii
Fis-32353,Diaphus adenomus,Animalia,Chordata,Actinopterygii
Fis-32354,Diaphus anderseni,Animalia,Chordata,Actinopterygii
Fis-32355,Diaphus brachycephalus,Animalia,Chordata,Actinopterygii
Fis-32356,Diaphus chrysorhynchus,Animalia,Chordata,Actinopterygii
Fis-32357,Diaphus fragilis,Animalia,Chordata,Actinopterygii
Fis-32358,Diaphus phillipsi,Animalia,Chordata,Actinopterygii
Fis-32359,Diaphus termophilus,Animalia,Chordata,Actinopterygii
Fis-32360,Bathypterois atricolor,Animalia,Chordata,Actinopterygii
Fis-32361,Gigantura indica,Animalia,Chordata,Actinopterygii
Fis-32362,Derichthys serpentinus,Animalia,Chordata,Actinopterygii
Fis-32364,Liopropoma multilineatum,Animalia,Chordata,Actinopterygii
Fis-32366,Gymnothorax berndti,Animalia,Chordata,Actinopterygii
Fis-32369,Pseudoplesiops typus,Animalia,Chordata,Actinopterygii
Fis-32370,Gymnothorax steindachneri,Animalia,Chordata,Actinopterygii
Fis-32374,Phyllophichthus xenodontus,Animalia,Chordata,Actinopterygii
Fis-32376,Ophichthus polyophthalmus,Animalia,Chordata,Actinopterygii
Fis-32377,Synaphobranchus affinis,Animalia,Chordata,Actinopterygii
Fis-32379,Stemonidium hypomelas,Animalia,Chordata,Actinopterygii
Fis-32380,Periophthalmus argentilineatus,Animalia,Chordata,Actinopterygii
Fis-32381,Periophthalmus gracilis,Animalia,Chordata,Actinopterygii
Fis-32382,Periophthalmus kalolo,Animalia,Chordata,Actinopterygii
Fis-32383,Cheilodactylus vittatus,Animalia,Chordata,Actinopterygii
Fis-32384,Periophthalmus malaccensis,Animalia,Chordata,Actinopterygii
Fis-32385,Periophthalmus minutus,Animalia,Chordata,Actinopterygii
Fis-32387,Nettastoma solitarium,Animalia,Chordata,Actinopterygii
Fis-32388,Pherallodichthys meshimaensis,Animalia,Chordata,Actinopterygii
Fis-32390,Kathetostoma cubana,Animalia,Chordata,Actinopterygii
Fis-32392,Evoxymetopon taeniatus,Animalia,Chordata,Actinopterygii
Fis-32393,Hemiramphus depauperatus,Animalia,Chordata,Actinopterygii
Fis-32394,Anguilla obscura,Animalia,Chordata,Actinopterygii
Fis-32395,Anguilla reinhardtii,Animalia,Chordata,Actinopterygii
Fis-32396,Fusigobius signipinnis,Animalia,Chordata,Actinopterygii
Fis-32398,Argentina brucei,Animalia,Chordata,Actinopterygii
Fis-32400,Ancylopsetta cycloidea,Animalia,Chordata,Actinopterygii
Fis-32401,Ancylopsetta kumperae,Animalia,Chordata,Actinopterygii
Fis-32402,Trichopsetta caribbaea,Animalia,Chordata,Actinopterygii
Fis-32403,Centropomus mexicanus,Animalia,Chordata,Actinopterygii
Fis-32409,Gymnothorax funebris,Animalia,Chordata,Actinopterygii
Fis-32410,Muraena robusta,Animalia,Chordata,Actinopterygii
Fis-32411,Aplatophis chauliodus,Animalia,Chordata,Actinopterygii
Fis-32412,Lepophidium aporrhox,Animalia,Chordata,Actinopterygii
Fis-32413,Lepophidium pheromystax,Animalia,Chordata,Actinopterygii
Fis-32414,Polymixia nobilis,Animalia,Chordata,Actinopterygii
Fis-32421,Nesiarchus nasutus,Animalia,Chordata,Actinopterygii
Fis-32423,Gymnachirus nudus,Animalia,Chordata,Actinopterygii
Fis-32432,Gunnellichthys pleurotaenia,Animalia,Chordata,Actinopterygii
Fis-32433,Chimaera phantasma,Animalia,Chordata,Holocephali
Fis-32434,Gavialiceps taeniola,Animalia,Chordata,Actinopterygii
Fis-32435,Alepocephalus bicolor,Animalia,Chordata,Actinopterygii
Fis-32438,Malacocephalus luzonensis,Animalia,Chordata,Actinopterygii
Fis-32439,Malthopsis annulifera,Animalia,Chordata,Actinopterygii
Fis-32441,Halicmetus reticulatus,Animalia,Chordata,Actinopterygii
Fis-32442,Raja cervigoni,Animalia,Chordata,Elasmobranchii
Fis-32453,Raja undulata,Animalia,Chordata,Elasmobranchii
Fis-32455,Uranoscopus bicinctus,Animalia,Chordata,Actinopterygii
Fis-32456,Halimochirurgus alcocki,Animalia,Chordata,Actinopterygii
Fis-32457,Bassozetus robustus,Animalia,Chordata,Actinopterygii
Fis-32458,Hoplobrotula gnathopus,Animalia,Chordata,Actinopterygii
Fis-32460,Eviota irrasa,Animalia,Chordata,Actinopterygii
Fis-32461,Melichthys indicus,Animalia,Chordata,Actinopterygii
Fis-32462,Eviota sparsa,Animalia,Chordata,Actinopterygii
Fis-32463,Eviota spilota,Animalia,Chordata,Actinopterygii
Fis-32464,Tripterygion delaisi,Animalia,Chordata,Actinopterygii
Fis-32465,Laeops nigromaculatus,Animalia,Chordata,Actinopterygii
Fis-32466,Gobius cruentatus,Animalia,Chordata,Actinopterygii
Fis-32467,Branchiostegus sawakinensis,Animalia,Chordata,Actinopterygii
Fis-32468,Callionymus marleyi,Animalia,Chordata,Actinopterygii
Fis-32469,Psenopsis obscura,Animalia,Chordata,Actinopterygii
Fis-32470,Chirodactylus jessicalenorum,Animalia,Chordata,Actinopterygii
Fis-32471,Cynoglossus suyeni,Animalia,Chordata,Actinopterygii
Fis-32472,Chlorophthalmus punctatus,Animalia,Chordata,Actinopterygii
Fis-32474,Myripristis trachyacron,Animalia,Chordata,Actinopterygii
Fis-32475,Gobius gasteveni,Animalia,Chordata,Actinopterygii
Fis-32485,Coloconger scholesi,Animalia,Chordata,Actinopterygii
Fis-32487,Cynoglossus attenuatus,Animalia,Chordata,Actinopterygii
Fis-32491,Cynoglossus lachneri,Animalia,Chordata,Actinopterygii
Fis-32493,Cynoglossus zanzibarensis,Animalia,Chordata,Actinopterygii
Fis-32494,Symphurus ocellatus,Animalia,Chordata,Actinopterygii
Fis-32495,Symphurus strictus,Animalia,Chordata,Actinopterygii
Fis-32496,Tripterodon orbis,Animalia,Chordata,Actinopterygii
Fis-32497,Thyrsitoides marleyi,Animalia,Chordata,Actinopterygii
Fis-32501,Ostichthys archiepiscopus,Animalia,Chordata,Actinopterygii
Fis-32522,Saurida flamma,Animalia,Chordata,Actinopterygii
Fis-32523,Sebastapistes coniorta,Animalia,Chordata,Actinopterygii
Fis-32524,Iracundus signifer,Animalia,Chordata,Actinopterygii
Fis-32525,Pterois sphex,Animalia,Chordata,Actinopterygii
Fis-32526,Priacanthus meeki,Animalia,Chordata,Actinopterygii
Fis-32528,Gobiodon citrinus,Animalia,Chordata,Actinopterygii
Fis-32533,Dascyllus carneus,Animalia,Chordata,Actinopterygii
Fis-32537,Synchiropus stellatus,Animalia,Chordata,Actinopterygii
Fis-32543,Amphiprion nigripes,Animalia,Chordata,Actinopterygii
Fis-32547,Dascyllus albisella,Animalia,Chordata,Actinopterygii
Fis-32548,Chromis hanui,Animalia,Chordata,Actinopterygii
Fis-32549,Chromis verater,Animalia,Chordata,Actinopterygii
Fis-32552,Myripristis seychellensis,Animalia,Chordata,Actinopterygii
Fis-32558,Ventrifossa divergens,Animalia,Chordata,Actinopterygii
Fis-32561,Aesopia cornuta,Animalia,Chordata,Actinopterygii
Fis-32562,Thamnaconus fajardoi,Animalia,Chordata,Actinopterygii
Fis-32563,Monodactylus falciformis,Animalia,Chordata,Actinopterygii
Fis-32565,Agonostomus telfairii,Animalia,Chordata,Actinopterygii
Fis-32566,Ostracion whitleyi,Animalia,Chordata,Actinopterygii
Fis-32567,Parapercis robinsoni,Animalia,Chordata,Actinopterygii
Fis-32568,Gymnothorax breedeni,Animalia,Chordata,Actinopterygii
Fis-32569,Glyptophidium longipes,Animalia,Chordata,Actinopterygii
Fis-32570,Selachophidium guentheri,Animalia,Chordata,Actinopterygii
Fis-32571,Oplegnathus peaolopesi,Animalia,Chordata,Actinopterygii
Fis-32572,Histiopterus typus,Animalia,Chordata,Actinopterygii
Fis-32573,Pentaceros capensis,Animalia,Chordata,Actinopterygii
Fis-32574,Paralichthodes algoensis,Animalia,Chordata,Actinopterygii
Fis-32575,Plotosus nkunga,Animalia,Chordata,Actinopterygii
Fis-32581,Argyrosomus thorpei,Animalia,Chordata,Actinopterygii
Fis-32582,Sillago maculata,Animalia,Chordata,Actinopterygii
Fis-32583,Heteromycteris capensis,Animalia,Chordata,Actinopterygii
Fis-32585,Synaptura marginata,Animalia,Chordata,Actinopterygii
Fis-32588,Sphyraena flavicauda,Animalia,Chordata,Actinopterygii
Fis-32589,Sphyraena putnamae,Animalia,Chordata,Actinopterygii
Fis-32590,Sphyraena qenie,Animalia,Chordata,Actinopterygii
Fis-32591,Synodus hoshinonis,Animalia,Chordata,Actinopterygii
Fis-32592,Synodus jaculum,Animalia,Chordata,Actinopterygii
Fis-32593,Lepidotrigla faurei,Animalia,Chordata,Actinopterygii
Fis-32594,Lepidotrigla multispinosa,Animalia,Chordata,Actinopterygii
Fis-32595,Uranoscopus archionema,Animalia,Chordata,Actinopterygii
Fis-32596,Zeus capensis,Animalia,Chordata,Actinopterygii
Fis-32598,Dasyatis thetidis,Animalia,Chordata,Elasmobranchii
Fis-32599,Pristis zijsron,Animalia,Chordata,Elasmobranchii
Fis-32607,Secutor indicius,Animalia,Chordata,Actinopterygii
Fis-32608,Rhinobatos blochii,Animalia,Chordata,Elasmobranchii
Fis-32609,Rhinobatos schlegelii,Animalia,Chordata,Elasmobranchii
Fis-32610,Torpedo sinuspersici,Animalia,Chordata,Elasmobranchii
Fis-32611,Rhinoptera javanica,Animalia,Chordata,Elasmobranchii
Fis-32612,Sillago schomburgkii,Animalia,Chordata,Actinopterygii
Fis-32613,Pseudochromis natalensis,Animalia,Chordata,Actinopterygii
Fis-32619,Rudarius excelsus,Animalia,Chordata,Actinopterygii
Fis-32620,Rudarius minutus,Animalia,Chordata,Actinopterygii
Fis-32621,Apodocreedia vanderhorsti,Animalia,Chordata,Actinopterygii
Fis-32623,Opistognathus muscatensis,Animalia,Chordata,Actinopterygii
Fis-32625,Pseudochromis dutoiti,Animalia,Chordata,Actinopterygii
Fis-32626,Plesiops coeruleolineatus,Animalia,Chordata,Actinopterygii
Fis-32628,Apogon semiornatus,Animalia,Chordata,Actinopterygii
Fis-32635,Ambassis natalensis,Animalia,Chordata,Actinopterygii
Fis-32636,Amphiprion akallopisos,Animalia,Chordata,Actinopterygii
Fis-32644,Lepadichthys coccinotaenia,Animalia,Chordata,Actinopterygii
Fis-32645,Moringua microchir,Animalia,Chordata,Actinopterygii
Fis-32654,Gymnocranius elongatus,Animalia,Chordata,Actinopterygii
Fis-32655,Halicmetus ruber,Animalia,Chordata,Actinopterygii
Fis-32656,Amphiprion polymnus,Animalia,Chordata,Actinopterygii
Fis-32657,Ijimaia loppei,Animalia,Chordata,Actinopterygii
Fis-32658,Yarrella blackfordi,Animalia,Chordata,Actinopterygii
Fis-32661,Gnathanacanthus goetzeei,Animalia,Chordata,Actinopterygii
Fis-32662,Tetrabrachium ocellatum,Animalia,Chordata,Actinopterygii
Fis-32663,Euclichthys polynemus,Animalia,Chordata,Actinopterygii
Fis-32665,Hispidoberyx ambagiosus,Animalia,Chordata,Actinopterygii
