am_sid,am_spec_code,genus,species,f_bname,am_sciname
URM-Cn-4734,46112,Acropora,danai,Pacific elkhorn coral,Acropora danai
URM-Cn-4735,46123,Acropora,dendrum,NA,Acropora dendrum
URM-Cn-4736,46133,Acropora,derawanensis,NA,Acropora derawanensis
URM-Cn-4737,46144,Acropora,desalwii,NA,Acropora desalwii
URM-Cn-4738,46155,Acropora,digitifera,NA,Acropora digitifera
URM-Cn-4739,46166,Acropora,divaricata,small polyp stone coral,Acropora divaricata
URM-Cn-4740,46175,Acropora,donei,NA,Acropora donei
URM-Cn-4741,46186,Acropora,downingi,NA,Acropora downingi
URM-Cn-4742,46197,Acropora,echinata,NA,Acropora echinata
URM-Cn-4743,46208,Acropora,elegans,NA,Acropora elegans
URM-Cn-4745,46230,Acropora,elseyi,bottlebrush coral,Acropora elseyi
URM-Cn-4747,46253,Acropora,exquisita,NA,Acropora exquisita
URM-Cn-4750,46286,Acropora,florida,branch coral,Acropora florida
URM-Cn-4751,46297,Acropora,formosa,NA,Acropora formosa
URM-Cn-4752,46308,Acropora,gemmifera,NA,Acropora gemmifera
URM-Cn-4753,46319,Acropora,glauca,NA,Acropora glauca
SLB-93466,87012,Acropora,globiceps,NA,Acropora globiceps
URM-Cn-4755,46341,Acropora,grandis,NA,Acropora grandis
URM-Cn-4756,46351,Acropora,granulosa,tubular table coral,Acropora granulosa
URM-Cn-4757,46362,Acropora,halmaherae,NA,Acropora halmaherae
URM-Cn-4758,46371,Acropora,hemprichii,NA,Acropora hemprichii
URM-Cn-4759,46382,Acropora,hoeksemai,NA,Acropora hoeksemai
URM-Cn-4760,46393,Acropora,horrida,blue staghorn,Acropora horrida
URM-Cn-4761,46404,Acropora,humilis,finger coral,Acropora humilis
URM-Cn-4762,46415,Acropora,hyacinthus,brush coral,Acropora hyacinthus
SLB-93427,86993,Acropora,inermis,NA,Acropora inermis
SLB-61646,46448,Acropora,insignis,NA,Acropora insignis
URM-Cn-4766,46460,Acropora,intermedia,NA,Acropora intermedia
SLB-184641,46471,Acropora,jacquelinae,plating acropora,Acropora jacquelinae
URM-Cn-4768,46482,Acropora,japonica,NA,Acropora japonica
URM-Cn-4769,46493,Acropora,kimbeensis,pink-tip Acropora,Acropora kimbeensis
URM-Cn-4770,46504,Acropora,kirstyae,NA,Acropora kirstyae
URM-Cn-4771,46515,Acropora,kosurini,NA,Acropora kosurini
URM-Cn-4773,46537,Acropora,latistella,NA,Acropora latistella
URM-Cn-4774,46548,Acropora,listeri,NA,Acropora listeri
URM-Cn-4777,46580,Acropora,longicyathus,NA,Acropora longicyathus
URM-Cn-4778,46591,Acropora,loripes,bluetip coral,Acropora loripes
URM-Cn-4779,46602,Acropora,lovelli,cats paw,Acropora lovelli
URM-Cn-4780,46613,Acropora,lutkeni,NA,Acropora lutkeni
SLB-158633,131291,Acropora,macrostoma,NA,Acropora macrostoma
URM-Cn-4783,46646,Acropora,microclados,strawberry shortcake Acropora,Acropora microclados
URM-Cn-4784,46657,Acropora,microphthalma,small staghorn species,Acropora microphthalma
URM-Cn-4785,46668,Acropora,millepora,plate acropora,Acropora millepora
URM-Cn-4787,46691,Acropora,mirabilis,NA,Acropora mirabilis
URM-Cn-4788,46702,Acropora,monticulosa,NA,Acropora monticulosa
URM-Cn-4789,46713,Acropora,mossambica,NA,Acropora mossambica
URM-Cn-4790,46724,Acropora,multiacuta,white Acropora,Acropora multiacuta
SLB-171449,46057,Acropora,muricata,NA,Acropora muricata
URM-Cn-4791,46735,Acropora,nana,purple nana,Acropora nana
URM-Cn-4792,46746,Acropora,nasuta,branching staghorn coral,Acropora nasuta
URM-Cn-4795,46779,Acropora,nobilis,NA,Acropora nobilis
URM-Cn-4798,46813,Acropora,palmata,elkhorn coral,Acropora palmata
URM-Cn-4799,46822,Acropora,palmerae,NA,Acropora palmerae
URM-Cn-4800,46833,Acropora,paniculata,fuzzy table coral,Acropora paniculata
URM-Cn-4803,46863,Acropora,parilis,purple acropora coral,Acropora parilis
URM-Cn-4805,46885,Acropora,pharaonis,acropora coral,Acropora pharaonis
URM-Cn-4806,45447,Acropora,pichoni,NA,Acropora pichoni
SLB-93450,87006,Acropora,plana,NA,Acropora plana
URM-Cn-4807,45458,Acropora,plumosa,NA,Acropora plumosa
URM-Cn-4809,45815,Acropora,polystoma,NA,Acropora polystoma
URM-Cn-4810,45826,Acropora,prolifera,fused staghorn coral,Acropora prolifera
URM-Cn-4812,45848,Acropora,pruinosa,NA,Acropora pruinosa
URM-Cn-4813,45859,Acropora,pulchra,NA,Acropora pulchra
URM-Cn-4814,45870,Acropora,rambleri,NA,Acropora rambleri
URM-Cn-4808,87016,Acropora,retusa,NA,Acropora retusa
URM-Cn-4816,45893,Acropora,robusta,green robusta,Acropora robusta
URM-Cn-4818,45733,Acropora,rosaria,ponape rainbow acro,Acropora rosaria
URM-Cn-4819,45744,Acropora,roseni,NA,Acropora roseni
URM-Cn-4820,45755,Acropora,rudis,NA,Acropora rudis
URM-Cn-4822,45777,Acropora,russelli,NA,Acropora russelli
URM-Cn-4823,45788,Acropora,samoensis,bula acropora coral,Acropora samoensis
URM-Cn-4824,45799,Acropora,sarmentosa,blue sarmentosa,Acropora sarmentosa
URM-Cn-4826,45913,Acropora,secale,purple tipped acropora,Acropora secale
URM-Cn-4828,45935,Acropora,selago,NA,Acropora selago
URM-Cn-4829,45564,Acropora,simplex,NA,Acropora simplex
URM-Cn-4830,45575,Acropora,solitaryensis,NA,Acropora solitaryensis
SLB-119010,106353,Acropora,spathulata,NA,Acropora spathulata
SLB-93747,87157,Acropora,speciosa,NA,Acropora speciosa
URM-Cn-4832,45597,Acropora,spicifera,NA,Acropora spicifera
URM-Cn-4833,45649,Acropora,squarrosa,NA,Acropora squarrosa
URM-Cn-4835,45671,Acropora,striata,NA,Acropora striata
URM-Cn-4836,45602,Acropora,subglabra,NA,Acropora subglabra
SLB-93593,87061,Acropora,subulata,NA,Acropora subulata
URM-Cn-4840,45605,Acropora,tenella,NA,Acropora tenella
URM-Cn-4841,45616,Acropora,tenuis,NA,Acropora tenuis
URM-Cn-4842,45627,Acropora,teres,NA,Acropora teres
URM-Cn-4845,45960,Acropora,torresiana,NA,Acropora torresiana
SLB-61727,45481,Acropora,tortuosa,cali tort,Acropora tortuosa
URM-Cn-4848,45503,Acropora,turaki,NA,Acropora turaki
URM-Cn-4849,45514,Acropora,valenciennesi,NA,Acropora valenciennesi
SLB-61731,45525,Acropora,valida,NA,Acropora valida
SLB-93322,86952,Acropora,variolosa,NA,Acropora variolosa
URM-Cn-4850,45536,Acropora,vaughani,NA,Acropora vaughani
URM-Cn-4851,45547,Acropora,verweyi,NA,Acropora verweyi
URM-Cn-4854,45967,Acropora,willisae,NA,Acropora willisae
URM-Cn-4855,45969,Acropora,yongei,NA,Acropora yongei
W-Msc-345689,131165,Acrosterigma,maculosum,NA,Acrosterigma maculosum
W-Msc-381240,102236,Acrosterigma,magnum,NA,Acrosterigma magnum
W-Msc-345694,103290,Acrosterigma,transcendens,NA,Acrosterigma transcendens
W-Hyd-117679,42877,Acryptolaria,conferta,NA,Acryptolaria conferta
W-Bch-209021,155282,Actaea,polyacantha,NA,Actaea polyacantha
W-Bch-209052,155283,Actaeodes,consobrinus,NA,Actaeodes consobrinus
W-Bch-209051,103046,Actaeodes,hirsutissimus,NA,Actaeodes hirsutissimus
W-Bch-209053,21385,Actaeodes,tomentosus,NA,Actaeodes tomentosus
W-Bch-209508,20095,Actaeomorpha,erosa,NA,Actaeomorpha erosa
W-Msc-420530,7034,Acteocina,atrata,blackback barrel-bubble,Acteocina atrata
W-Msc-420538,7033,Acteocina,bidentata,two-tooth barrel-bubble,Acteocina bidentata
W-Msc-420531,7020,Acteocina,bullata,striate barrel-bubble,Acteocina bullata
W-Msc-420532,7017,Acteocina,candei,NA,Acteocina candei
W-Msc-581396,7013,Acteocina,culcitella,pillow barrel-bubble,Acteocina culcitella
W-Msc-420533,141848,Acteocina,inconspicua,NA,Acteocina inconspicua
W-Msc-575019,7025,Acteocina,infrequens,NA,Acteocina infrequens
W-Msc-420534,1616,Acteocina,lepta,NA,Acteocina lepta
W-Msc-420536,7030,Acteocina,recta,straight barrel-bubble,Acteocina recta
W-Msc-197018,151309,Acteon,antarcticus,NA,Acteon antarcticus
W-Msc-532344,149026,Acteon,biplicatus,NA,Acteon biplicatus
W-Msc-420509,6975,Acteon,candens,NA,Acteon candens
W-Msc-420511,6979,Acteon,delicatus,NA,Acteon delicatus
W-Msc-420512,6981,Acteon,incisus,NA,Acteon incisus
W-Msc-159968,6985,Acteon,melampoides,NA,Acteon melampoides
W-Msc-532352,150450,Acteon,pelecais,NA,Acteon pelecais
W-Msc-420513,6988,Acteon,perforatus,NA,Acteon perforatus
Hex-4853,42372,Actinauge,richardi,NA,Actinauge richardi
Hex-3754,42237,Actinia,equina,beadlet anemone,Actinia equina
Hex-35,42217,Actinodendron,plumosum,branching anemone,Actinodendron plumosum
W-Hol-241768,49456,Actinopyga,agassizi,five-toothed sea cucumber,Actinopyga agassizi
W-Hol-242106,105689,Actinopyga,caerulea,blue sea cucumber,Actinopyga caerulea
W-Hol-208947,49455,Actinopyga,echinites,deep-water redfish,Actinopyga echinites
W-Hol-208952,50237,Actinopyga,lecanora,white-bottomed sea cucumber,Actinopyga lecanora
W-Hol-208956,83473,Actinopyga,mauritiana,surf redfish,Actinopyga mauritiana
SLB-88336,83474,Actinopyga,miliaris,hairy blackfish,Actinopyga miliaris
W-Hol-208945,89827,Actinopyga,obesa,plump sea cucumber,Actinopyga obesa
W-Hol-241773,83476,Actinopyga,palauensis,Panning's blackfish,Actinopyga palauensis
W-Hol-241774,83477,Actinopyga,spinea,New Caledonia blackfish,Actinopyga spinea
W-Hol-529344,155361,Actinopyga,varians,holothuroids,Actinopyga varians
SLB-170216,139396,Actinothoe,sphyrodeta,daisy anemone,Actinothoe sphyrodeta
SLB-133164,119438,Actinotrichia,fragilis,spikeweed,Actinotrichia fragilis
ITS-176613,155253,Actitis,hypoleucos,common sandpiper,Actitis hypoleucos
SLB-12009,20686,Actumnus,obesus,NA,Actumnus obesus
W-Bch-210170,154414,Actumnus,setifer,short-haired crab,Actumnus setifer
Fis-29262,644,Aculeola,nigra,Hooktooth dogfish,Aculeola nigra
Fis-24401,3073,Acyrtops,beryllinus,Emerald clingfish,Acyrtops beryllinus
Fis-50003,16677,Acyrtus,rubiginosus,Red clingfish,Acyrtus rubiginosus
W-Msc-197020,84353,Adacnarca,nitens,NA,Adacnarca nitens
URM-2-1848,53769,Adagnesia,antarctica,NA,Adagnesia antarctica
URM-2-1849,53770,Adagnesia,charcoti,NA,Adagnesia charcoti
URM-2-1852,53773,Adagnesia,henriquei,NA,Adagnesia henriquei
URM-2-1854,53775,Adagnesia,rimosa,NA,Adagnesia rimosa
SLB-36726,53778,Adagnesia,weddelli,NA,Adagnesia weddelli
W-Msc-140629,7794,Adalaria,proxima,yellow false doris,Adalaria proxima
W-Msc-531508,94370,Adamnestia,arachis,NA,Adamnestia arachis
Hex-2766,41891,Adamsia,palliata,cloak anemone,Adamsia palliata
W-Msc-197021,90001,Adamussium,colbecki,antarctic scallop,Adamussium colbecki
W-Msc-325318,89424,Adelieledone,piatkowski,NA,Adelieledone piatkowski
W-Msc-325319,57691,Adelieledone,polymorpha,Antarctic knobbed octopus,Adelieledone polymorpha
ITS-202969,9564,Adeliella,laticornis,NA,Adeliella laticornis
W-Oct-289357,44147,Adelogorgia,phyllosclera,orange gorgonian,Adelogorgia phyllosclera
W-Msc-606556,148276,Adelomelon,ancilla,ancilla volute,Adelomelon ancilla
W-Msc-606558,149564,Adelomelon,riosi,NA,Adelomelon riosi
W-Hyd-287500,44372,Adelopora,crassilabrum,NA,Adelopora crassilabrum
W-Hyd-287501,44373,Adelopora,fragilis,NA,Adelopora fragilis
Fis-54506,23885,Adelosebastes,latens,NA,Adelosebastes latens
SLB-177844,148990,Admete,magellanica,NA,Admete magellanica
W-Msc-138969,1255,Admete,viridula,northern admete,Admete viridula
W-Msc-506275,147400,Adrana,electa,NA,Adrana electa
SLB-69207,47120,Adrana,scaphoides,NA,Adrana scaphoides
W-Msc-505934,47679,Adula,californiensis,California datemussel,Adula californiensis
Fis-62464,27470,Adventor,elongatus,Visitor,Adventor elongatus
SLB-99083,90420,Aega,alazon,NA,Aega alazon
SLB-13005,10047,Aega,antarctica,NA,Aega antarctica
SLB-13007,22652,Aega,antillensis,NA,Aega antillensis
SLB-99085,90422,Aega,birubi,NA,Aega birubi
SLB-13021,10036,Aega,deshaysiana,NA,Aega deshaysiana
SLB-117739,105524,Aega,excisa,NA,Aega excisa
W-Iso-256408,10038,Aega,falklandica,NA,Aega falklandica
W-Iso-256412,90425,Aega,hamiota,NA,Aega hamiota
W-Iso-256423,10060,Aega,magnifica,NA,Aega magnifica
W-Iso-118825,9879,Aega,monophthalma,fish biter,Aega monophthalma
W-Iso-256435,10043,Aega,semicarinata,NA,Aega semicarinata
SLB-99078,90435,Aega,umpara,NA,Aega umpara
ITS-97195,24979,Aegaeon,lacazei,hardshell shrimp,Aegaeon lacazei
ITS-660012,20988,Aegaeon,rathbuni,NA,Aegaeon rathbuni
W-Hyd-117263,44556,Aegina,citrea,NA,Aegina citrea
ITS-95438,24596,Aeginella,spinosa,NA,Aeginella spinosa
ITS-95432,24592,Aeginina,longicornis,NA,Aeginina longicornis
SLB-174358,142334,Aeginoides,gaussi,NA,Aeginoides gaussi
W-Msc-197024,151312,Aegires,albus,NA,Aegires albus
W-Msc-388696,94706,Aegires,exeches,NA,Aegires exeches
W-Msc-531080,141856,Aegires,ortizi,NA,Aegires ortizi
ITS-87294,29543,Aegisthus,mucronatus,NA,Aegisthus mucronatus
W-Msc-490672,154511,Aeneator,fontainei,NA,Aeneator fontainei
W-Iso-258698,10529,Aenigmathura,calliandra,NA,Aenigmathura calliandra
W-Msc-138709,8621,Aeolidia,papillosa,shag-rug aeolis,Aeolidia papillosa
Fis-32617,7986,Aeoliscus,punctulatus,Speckled shrimpfish,Aeoliscus punctulatus
Fis-26161,6503,Aeoliscus,strigatus,Razorfish,Aeoliscus strigatus
W-Msc-156732,47165,Aequipecten,glyptus,red-ribbed scallop,Aequipecten glyptus
W-Msc-140687,47421,Aequipecten,opercularis,queen scallop,Aequipecten opercularis
W-Msc-394229,140780,Aequipecten,tehuelchus,NA,Aequipecten tehuelchus
W-Hyd-117271,43907,Aequorea,macrodactyla,NA,Aequorea macrodactyla
W-Ech-513094,50017,Aeropsis,fulva,NA,Aeropsis fulva
Fis-32561,7850,Aesopia,cornuta,Unicorn sole,Aesopia cornuta
W-Msc-409954,137904,Aesopus,clausiliformis,NA,Aesopus clausiliformis
W-Msc-409950,4513,Aesopus,stearnsii,NA,Aesopus stearnsii
Fis-28341,12086,Aetapcus,maculatus,Warty prowfish,Aetapcus maculatus
W-Bry-111062,50460,Aetea,anguina,NA,Aetea anguina
W-Bry-111064,90222,Aetea,ligulata,NA,Aetea ligulata
W-Bry-111066,50462,Aetea,sica,NA,Aetea sica
W-Bry-111067,50461,Aetea,truncata,NA,Aetea truncata
Fis-26115,6441,Aethaloperca,rogaa,Redmouth grouper,Aethaloperca rogaa
Fis-145105,7037,Aethotaxis,mitopteryx mitopteryx,Longfin icedevil,Aethotaxis mitopteryx mitopteryx
W-Bch-440253,21158,Aethra,edentata,flat elbow crab,Aethra edentata
W-Bch-440254,155289,Aethra,scruposa,elbow crab,Aethra scruposa
Fis-27240,8973,Aetobatus,flagellum,Longheaded eagle ray,Aetobatus flagellum
Fis-23322,1250,Aetobatus,narinari,Spotted eagle ray,Aetobatus narinari
Fis-28563,12600,Aetobatus,ocellatus,Ocellated eagle ray,Aetobatus ocellatus
Fis-170784,5011,Aetomylaeus,bovinus,Bull ray,Aetomylaeus bovinus
Fis-28560,12594,Aetomylaeus,maculatus,Mottled eagle ray,Aetomylaeus maculatus
Fis-28561,12597,Aetomylaeus,milvus,NA,Aetomylaeus milvus
Fis-27676,10120,Aetomylaeus,nichofii,Banded eagle ray,Aetomylaeus nichofii
Fis-28562,12599,Aetomylaeus,vespertilio,Ornate eagle ray,Aetomylaeus vespertilio
W-Msc-432905,99925,Aforia,goniodes,NA,Aforia goniodes
W-Msc-197027,97896,Aforia,multispiralis,NA,Aforia multispiralis
W-Hyd-135484,44704,Agalma,elegans,NA,Agalma elegans
SLB-64981,44705,Agalma,okeni,NA,Agalma okeni
URM-Cn-4950,46071,Agaricia,agaricites,purple lettuce coral,Agaricia agaricites
URM-Cn-4951,46072,Agaricia,fragilis,fragile saucer coral,Agaricia fragilis
URM-Cn-4952,46073,Agaricia,grahamae,Graham's sheet coral,Agaricia grahamae
URM-Cn-4953,46074,Agaricia,humilis,low-life lettuce coral,Agaricia humilis
URM-Cn-4954,46075,Agaricia,lamarcki,Lamarck's sheet coral,Agaricia lamarcki
URM-Cn-4955,46076,Agaricia,tenuifolia,thin leaf lettuce coral,Agaricia tenuifolia
URM-Cn-4956,46077,Agaricia,undata,scroll coral,Agaricia undata
SLB-172852,141174,Agaronia,hilli,NA,Agaronia hilli
W-Msc-447929,150339,Agaronia,travassosi,NA,Agaronia travassosi
W-Ech-422516,50014,Agassizia,excentrica,NA,Agassizia excentrica
W-Ech-513095,152361,Agassizia,scrobiculata,NA,Agassizia scrobiculata
W-Tnd-136373,23012,Agathotanais,ingolfi,NA,Agathotanais ingolfi
W-Msc-409957,1624,Agathotoma,candidissima,NA,Agathotoma candidissima
W-Msc-599837,148858,Agathotoma,castellata,NA,Agathotoma castellata
SLB-73757,4630,Agatrix,agassizii,Agassiz's nutmeg,Agatrix agassizii
W-Por-164821,130159,Agelas,ceylonica,NA,Agelas ceylonica
W-Por-164823,84485,Agelas,clathrodes,orange elephant ear sponge,Agelas clathrodes
SLB-89400,84486,Agelas,conifera,brown tube sponge,Agelas conifera
SLB-86091,51498,Agelas,dispar,NA,Agelas dispar
W-Por-164833,130160,Agelas,mauritiana,NA,Agelas mauritiana
W-Por-164837,163002,Agelas,novaecaledoniae,NA,Agelas novaecaledoniae
SLB-106532,99326,Agladrillia,fuegiensis,NA,Agladrillia fuegiensis
W-Pol-332892,102176,Aglaophamus,dibranchis,NA,Aglaophamus dibranchis
SLB-184753,153144,Aglaophamus,elamellatus,NA,Aglaophamus elamellatus
W-Pol-332898,39885,Aglaophamus,lyrochaetus,NA,Aglaophamus lyrochaetus
W-Pol-173673,151947,Aglaophamus,macroura,purple worm,Aglaophamus macroura
W-Pol-130344,39877,Aglaophamus,malmgreni,NA,Aglaophamus malmgreni
SLB-98631,90020,Aglaophamus,ornatus,NA,Aglaophamus ornatus
W-Hyd-220998,76845,Aglaophenia,cupressina,stinging hydrozoan,Aglaophenia cupressina
W-Hyd-117278,43820,Aglaophenia,latecarinata,feather plume hydroid,Aglaophenia latecarinata
W-Hyd-117279,44157,Aglaophenia,lophocarpa,NA,Aglaophenia lophocarpa
W-Hyd-284054,43969,Aglaophenia,struthionides,ostrichplume hydroid,Aglaophenia struthionides
W-Hyd-117851,44507,Aglaura,hemistoma,NA,Aglaura hemistoma
URM-2-1858,53779,Agnesiopsis,translucida,NA,Agnesiopsis translucida
URM-2-1859,53780,Agnezia,abyssa,NA,Agnezia abyssa
SLB-36733,53781,Agnezia,arnaudi,NA,Agnezia arnaudi
SLB-36735,53783,Agnezia,biscoei,NA,Agnezia biscoei
URM-2-1864,53785,Agnezia,glaciata,NA,Agnezia glaciata
SLB-36742,53790,Agnezia,tenue,NA,Agnezia tenue
Fis-54677,23989,Agonomalus,jordani,NA,Agonomalus jordani
Fis-30759,4150,Agonomalus,mozinoi,Kelp poacher,Agonomalus mozinoi
Fis-28758,13066,Agonomalus,proboscidalis,NA,Agonomalus proboscidalis
SLB-113115,102169,Agononida,aequabilis,NA,Agononida aequabilis
SLB-157973,131013,Agononida,analoga,NA,Agononida analoga
SLB-118070,105705,Agononida,eminens,NA,Agononida eminens
SLB-157981,131017,Agononida,fortiantennata,NA,Agononida fortiantennata
SLB-10018,21092,Agononida,incerta,squat lobsters,Agononida incerta
SLB-120041,72327,Agononida,marini,NA,Agononida marini
SLB-120043,72328,Agononida,nielbrucei,NA,Agononida nielbrucei
ITS-660230,21094,Agononida,normani,NA,Agononida normani
SLB-113131,102175,Agononida,pilosimanus,NA,Agononida pilosimanus
SLB-113150,102181,Agononida,procera,NA,Agononida procera
SLB-113135,102179,Agononida,soelae,NA,Agononida soelae
SLB-158002,131033,Agononida,squamosa,NA,Agononida squamosa
Fis-153858,62091,Agonopsis,asperoculis,NA,Agonopsis asperoculis
Fis-28693,12932,Agonopsis,chiloensis,Snailfish,Agonopsis chiloensis
Fis-24403,4151,Agonopsis,sterletus,Southern spearnose poacher,Agonopsis sterletus
Fis-24404,4152,Agonopsis,vulsa,Northern spearnose poacher,Agonopsis vulsa
Fis-23323,1085,Agonostomus,monticola,Mountain mullet,Agonostomus monticola
Fis-32565,7860,Agonostomus,telfairii,Fairy mullet,Agonostomus telfairii
Fis-22710,36,Agonus,cataphractus,Hooknose,Agonus cataphractus
Fis-50293,16851,Agrostichthys,parkeri,Streamer fish,Agrostichthys parkeri
Fis-23895,2633,Ahlia,egmontis,Key worm eel,Ahlia egmontis
Fis-33219,9155,Ahliesaurus,berryi,NA,Ahliesaurus berryi
Fis-52866,22983,Ahliesaurus,brevis,NA,Ahliesaurus brevis
Fis-116371,47911,Aiakas,kreffti,NA,Aiakas kreffti
Fis-59174,25971,Aidablennius,sphynx,NA,Aidablennius sphynx
W-Cha-266708,60600,Aidanosagitta,neglecta,NA,Aidanosagitta neglecta
W-Cha-266709,60601,Aidanosagitta,oceania,arrow worm,Aidanosagitta oceania
W-Cha-266712,60603,Aidanosagitta,regularis,NA,Aidanosagitta regularis
Fis-144673,59225,Aioliops,megastigma,Bigspot minidartfish,Aioliops megastigma
Fis-62818,27609,Aioliops,novaeguineae,New guinea minidartfish,Aioliops novaeguineae
Fis-149233,60866,Aioliops,tetrophthalmus,NA,Aioliops tetrophthalmus
W-Por-169632,51112,Aiolochroia,crassa,branching tube sponge,Aiolochroia crassa
Hex-5298,41867,Aiptasia,mutabilis,trumpet anemone,Aiptasia mutabilis
Rep-379,83896,Aipysurus,duboisii,reef shallows seasnake,Aipysurus duboisii
Rep-380,83897,Aipysurus,eydouxii,spine-tailed seasnake,Aipysurus eydouxii
Rep-383,83900,Aipysurus,laevis,olive-brown seasnake,Aipysurus laevis
W-Por-596692,51470,Aka,siphona,NA,Aka siphona
Fis-26397,7093,Akarotaxis,nudiceps,NA,Akarotaxis nudiceps
W-Msc-217247,89444,Akera,soluta,solute Akera,Akera soluta
W-Msc-419526,4334,Alaba,incerta,varicose cerith,Alaba incerta
Fis-161745,64541,Alabes,bathys,NA,Alabes bathys
Fis-125488,51362,Alabes,dorsalis,Common shore-eel,Alabes dorsalis
Fis-156685,62615,Alabes,elongata,NA,Alabes elongata
Fis-156686,62616,Alabes,gibbosa,NA,Alabes gibbosa
Fis-125495,51367,Alabes,hoesei,Dwarf shore-eel,Alabes hoesei
Fis-156710,62634,Alabes,obtusirostris,NA,Alabes obtusirostris
Fis-156711,62635,Alabes,occidentalis,NA,Alabes occidentalis
Fis-156684,27497,Alabes,parvula,Pygmy shore-eel,Alabes parvula
Fis-156722,62638,Alabes,scotti,NA,Alabes scotti
W-Bch-444119,155290,Alainodaeus,akiaki,NA,Alainodaeus akiaki
W-Bch-444122,155291,Alainodaeus,nuku,NA,Alainodaeus nuku
W-Bch-444123,155292,Alainodaeus,rimatara,NA,Alainodaeus rimatara
SLB-101786,92987,Alainosquilla,foresti,NA,Alainosquilla foresti
W-Pol-265833,41717,Alaysia,spiralis,NA,Alaysia spiralis
Fis-27016,8435,Albatrossia,pectoralis,Giant grenadier,Albatrossia pectoralis
Fis-142645,58326,Albula,argentea,Longjaw bonefish,Albula argentea
Fis-28123,11512,Albula,glossodonta,Roundjaw bonefish,Albula glossodonta
Fis-161121,63907,Albula,oligolepis,Smallscale bonefish,Albula oligolepis
